text,text_id,annotator_1,annotator_2,annotator_3,label_1,label_2,label_3
@alice_kanyana @M_Jeffnaldo humura nawe nuyagira uzapfa impamvu utarapfa nuko utarayabona nkwifurije kugira amafaranga nkazaza kwinywera fanta tuvuye gukaraba 😭😭😭😭,1509478860496244739,70,71,69.0,NEGATIVE,NEGATIVE,NEGATIVE
"#France A lire 》Un texte de Grégory @rozieres, très documenté, as usual, qui pose le cadre #Covid19 #Delta et les bonnes questions. https://t.co/gRn6WlSJYq",1417172161819779079,70,69,71.0,NEUTRAL,INDETERMINATE,INDETERMINATE
"@DiegoManishimwe @IsraeMbonyi Hahhhhhh, ntabwo ari ugushira nyagushira... Waramutse neza 🙌🙌",1416993115362181121,69,70,71.0,MIXED,NEUTRAL,NEUTRAL
"Ijoro Ryiza kuri Mwese Cyane Cyane Aba @rayon_sports 💙🔵 . Welcome Back #MasudiDjuma A K.A #Commando 💙🔵 . Ubu x murabona Bitarimo Kuza? . Me @nkundamatch ✔ @ Kigali, Rwanda https://t.co/zoOkn0qGDN",1415732213648400387,70,71,69.0,POSITIVE,POSITIVE,POSITIVE
Kwakundi ujya kumurongo kuri bus wamara gutappinga siyo washakaga😭😭😭😭you have to wait another 10hrs,1446785874918887425,71,70,69.0,NEUTRAL,NEGATIVE,NEGATIVE
Umunsi wange wari urimo kugenda neza kugeza igihe naboneye umuntu ukoresha imoso ari kwipfuna. Ndasetse ndaseba😂💀💀,1480424679462641665,69,70,71.0,MIXED,NEUTRAL,NEGATIVE
@FerdinandUWIMAN @Radiorwanda_RBA @AldoHavugimana @Muleefu @NLadislas @HarelimanaAK @rbarwanda @UWAYODivin @Osee_w_i_Rwanda @MuhireJoseph13 ⏯️ Ni izihe mpamvu zibatera guhunga/kwimuka? ⏯️ Hakorwa iki ngo ikibazo gikemuke? Ibyo nabyo babidusesengurire! Murakoze,1537145512582860800,71,69,,NEUTRAL,NEUTRAL,
@Osee_w_i_Rwanda Defense yararangiye amanota yarabonetse. Turabura diplome ngo dutangire duhatane ku isoko.,1389526221063602178,70,69,71.0,POSITIVE,NEUTRAL,NEUTRAL
Ibibi birarutana Nina naba #abakobwa Nubwo Bose nta kiza kirimo. https://t.co/8l8SawdXMV,1481297053049364480,69,70,71.0,MIXED,NEGATIVE,NEGATIVE
"Turashima buri muntu wese ugira uruhare mw'iterambere ry'imideli mu Rwanda kandi by'umwihariko: abanyamakuru, leta, n'abandi bafatanyabikorwa benshi. #gushimafriday https://t.co/uoUP7eCbIj",1388017804100530177,69,71,70.0,POSITIVE,POSITIVE,NEUTRAL
@oswaki Bari kwirinda n’abo kuko ntiwamenya aho imyanda bafata aho yavuye. Murumva se ahubwo batari mu ngorane (risk).,1348279314404544515,69,70,71.0,MIXED,NEGATIVE,NEGATIVE
@EricHarerimana5 @Kagame2024 @DrMumbogoShyaka @GasoreTheoneste @2024Kagame @ValensNtirenga2 @Osee_w_i_Rwanda @MrRock_1 @Nyac_juru_jesse @EmmyGisa3 @AgatesiIsimbi @NZEYIMANAJeand3 @GicumbiDistrict @NzabonimpaEmmy @YouthCultureRW @gicuM @rpfinkotanyi @gatjmv @GakubaJeanne @byukavuba @Preferpreschool @tzDiscovery @SimonDanczuk @AfricaBusGhana @NLadislas @AbdulHareriman1 @HarelimanaAK @EgidieBibio @KARANGWASewase @ClaudeKarangwa @GicumbiN @YouthMusanze @UrugagaI @RwandaYouth @AlineBazatoha @LucieNzarambal @KARANGWAVAlain1 @MbonyintwariJ @bazivamo @NgarambeFranoi1 @HeritierRW @PaulKagame @BanamwanaCamar1 @FERWAFA @AntaMucyo @benjamingicumbi Ibi nibyiza cyane Kuko Aba nibo Bazasimbura Bakuru babo Ba babanjirije Mugukina Umupira Wamaguru Abo nibo bazavamo Barutahizamu bakomeye,1550554284416188419,70,69,71.0,POSITIVE,POSITIVE,NEUTRAL
"@hahirwabasenga Okay, Abanyamibare nibamara gusubiza, tubaze n'abanyabutabire batubwire uko babibona😃😃",1497523234689863683,69,71,70.0,POSITIVE,NEUTRAL,NEUTRAL
Guverineri @HabitegekoFran1 yayibikujeho: Ibidasanzwe kuri ATM na moto y’umunyu byakozwe n’abiga ku Nkombo https://t.co/wJPON8MU31,1415269145030111233,70,69,71.0,NEUTRAL,NEUTRAL,NEGATIVE
@EMMYPLOVE2 @FifiEsther Zizane twisekere ni hahandi h'abazikora nawe byakubaho 🤪🤪🤪,1505300604364759053,69,70,71.0,POSITIVE,POSITIVE,NEGATIVE
Man🤦 wasanga kuriya imitingito irimo gusatagura igisenyi Ari imana irikudushakira inzira ngo twigire munsi yubutaka muyindisi.🤫,1398021018250272773,70,69,71.0,POSITIVE,NEGATIVE,NEGATIVE
@SnopEmmy 😂😂😂thanks! Ubaye wa wundi usetsa n'uvuye guta nyina uti brother! Unkoreye umunsi kabisa brother!,1502558391092363268,70,69,71.0,NEUTRAL,NEGATIVE,NEGATIVE
@kukarubanda Oya yige rwose nanjye ndacyiga. Kwiga ni byiza nubwo bitagarantisa ubuzima bwiza 100%,1425430544976912384,70,69,71.0,POSITIVE,POSITIVE,NEUTRAL
Sinzibagirwa umunsi nabyutsaga umutype twabanaga agashigukira mu birere ari kumbwira ngo “Mhn Document nazihaye umupolisi wa NYPD yaje kuzitora”🤯🤯😂😂,1550713781856124928,70,71,69.0,NEUTRAL,NEUTRAL,NEGATIVE
"+250784061795 ngiyo numerous yange Nshuti z Imana nashakaga kubibutsa ko Mom yange igikora .., murakoze mugire igicamunsi cyiza 😭😂😂🥱",1539919514648846340,69,70,71.0,POSITIVE,NEUTRAL,NEUTRAL
"@tanah_ancillah Sinatereta umukobwa utazi gutandukanya gutandukanya ibihekane ""nt na nd"".",1493881543214915584,71,70,69.0,MIXED,NEGATIVE,NEGATIVE
@eLHAMiiD @MEliphaz @NtaganzwaDesir1 @TalkLawRw @Rwandapolice Ubwo byaba bivuze ko DASSO zimwe zitazi gutandukanya amakosa n'ibyaha.,1429771544297938950,70,71,69.0,NEUTRAL,NEUTRAL,NEGATIVE
"@Osee_w_i_Rwanda @Radiorwanda_RBA @djry_rw @EpaNdungutse @UMULISADiane1 @AldoHavugimana @FerdinandUWIMAN @umutoninadia7 @jeradmbabazi Our own... @mutesi_lydie 🙏🏾🙏🏾🇷🇼✍🏼 📻📻 ""Utamenya iyo ava ntamenya iyo ajya ntabwo Ari umwanya wo kurangara ku Urubyiruko"" Thank you!! #AMAHUMBEZI #Kwibohora27",1411668648448638976,70,69,71.0,POSITIVE,POSITIVE,NEUTRAL
@LILIOSE2 Erega burya nge iyo turyamanye uba ubaye umugore wange wifata ko nakubeshye rero,1528497131148943362,69,70,71.0,POSITIVE,POSITIVE,NEGATIVE
"@Makaveli_250 Amategeko ajyena ko umwana ari umuntu uri munsi y'imyaka 18, ntabwo avuga umuntu udafite indangamuntu!",1399435097502277640,69,70,71.0,POSITIVE,POSITIVE,NEUTRAL
Tugire amahirwe n'imigisha y'Imana ntihagire icyorezo kidufatanya na Guma murugo,1417885377545871364,70,69,71.0,POSITIVE,POSITIVE,POSITIVE
@AntoineNsengiy1 Urakoze kunsobanurira. Ntangiye kubyumva. None amakosa yakozwe na @IGIHE ni ayahe ko mbona banditse ibyavugiwe mu rukiko?,1383024111958560768,69,70,71.0,MIXED,POSITIVE,NEUTRAL
@ntago_bizoroha oya ni uko uyu munsi hiriwr isindwe ry'umuceri,1392924390434779140,69,70,71.0,NEUTRAL,NEUTRAL,NEGATIVE
@ericmaverick250 @CharlesEpa10 Ubutumire 6!!! Rurema azabindinde. Hari abo nagiye numva babyitotombera. Abandi bati: Nzajya mu bukwe bw’uwababaye cyane nzi neza.,1437790167042035717,71,70,69.0,MIXED,NEUTRAL,NEGATIVE
@GrasRomain1 Wabona aho bananiwe tutagiye no kugarura amahoro iwabo 💪 erega Africa iraje ibe super power narabihanuye ibikesheje urwanda,1503163045236908033,69,71,70.0,MIXED,POSITIVE,NEUTRAL
Kwa #Nyagakecuru mu #Bisi bya #Huye. #Amajyepfo. Ntawe ukivuga ari uguta inyuma ya #Huye. Itumanaho n’imihanda (Huye - Kibeho) hafi yabo. “N’iyo bigwa habaye hafi”. #VisitRwanda #Tourism https://t.co/cFN5NbQhFJ,1436639634973417472,69,70,71.0,POSITIVE,POSITIVE,NEUTRAL
Rubyiruko waruziko ibi biruhuko wakwigiramo byinshi byagufasha kugera kunzozi zawe? Igisubizo kirahari kandi ntakiguzi bigusaba usibye ubushacye. Tugufitiye byinshi @nyckayonza @KayonzaRyvcp @BoscoNyemazi @KayonzaDistrict @YouthCultureRW @RwandaYouth @KMukarange https://t.co/DXYPJIKZlE,1550430934884917248,69,70,71.0,POSITIVE,POSITIVE,NEUTRAL
@Jkamena1 @Eloi_kubwimana Harya Génocide iva kuki??? Si urwango??? Erega shahu nakubwiye ko hari imbeba yitugatuga ngo irimo kwimya urutare!,1552540359972069376,69,70,71.0,NEGATIVE,NEGATIVE,NEGATIVE
@kanisekere -Amazi menshi yo kunywa buri kanya -Ryama bihagije -Rya ibiryo uhage -Irinde bintu bifite isukari nkorano -Exercise.,1400152617565790213,71,70,69.0,NEUTRAL,NEUTRAL,NEUTRAL
@munyanaUyikunda Iyo umuntu ataramenya gukorera amafranga no gukoresha ayo afite ahita yumva ko amafranga ava kwa satan,1458036721090711552,70,69,71.0,MIXED,NEUTRAL,NEGATIVE
@bibananiza_iki @shoferiwataxi Nukwigaragaza cyane kandi sibyiza nukuri,1466427581851447296,70,69,71.0,POSITIVE,NEUTRAL,NEGATIVE
@Rugema_ @Peter_Brama @gladiator_1st Urakuze brohh umuntu ureba neza ni A naho utwana two tureba abo tugana,1454394819351089159,70,71,69.0,POSITIVE,NEUTRAL,NEGATIVE
"Umva se,va mukigare cyabumva ko utakumva bushali kdi ntanikibazo mufitanye🥱😏😂",1446793213143097347,69,70,71.0,MIXED,POSITIVE,NEGATIVE
@Rwandapolice Muraho neza! Nagirango mbabaze gahunda yokwiyandikiaha kuzakorera Provisoire na Definitive bizatangira ryari?,1539627477638598657,70,71,69.0,NEUTRAL,NEUTRAL,NEUTRAL
"@Kazungukirimvi @wazado123 Humura ndakumva muvandimwe wanjye, uru rurimi ndwumva cyane. Be blessed 🙏🏾",1553089900983058432,70,69,71.0,POSITIVE,POSITIVE,NEUTRAL
Imvura yejo Yaguye kuva (6:00PM-2:09AM) aho itaguye mumenyeko hagiye kuba ubutayu 😂,1426069689197805568,69,70,71.0,NEGATIVE,NEGATIVE,NEGATIVE
Abantu mushaka akabenzi kd mutavuye aho muri mugihe gitoya muduhamagare cy mutwandikire tubagereho.@rwot https://t.co/dlaHoquuFM,1348647659599486978,70,71,69.0,POSITIVE,NEUTRAL,NEUTRAL
"Mubikorwa bibanzirira #20kmdebugesera , Mayor @MutabaziRich of @BugeseraDistr yashishikarije abatuye umurenge wa Ruhuha gukoresha amazi meza ndetse no kugira isuku aho batuye. https://t.co/zuMQOwqelV",1540645330189959169,69,71,,POSITIVE,POSITIVE,
"""Akazi Karabuze ndetse n'inzara yageze hose""🤣🤣Mpise Nibaza abaye Ari babandi bambara imisatsi uko byari kumera 🤣🤣 https://t.co/QYovXNVqVC",1371174241559793666,70,69,71.0,POSITIVE,NEGATIVE,NEGATIVE
Harya tuvuge ibintu dusubire ibindi..... abantu bavugaga Rwanda 3 Uganda 1 .... 3 bya Rwanda byagiye hehe 🤣🤣🤣 @imfuraluc01 and @david_bayingana,1446175043420139528,70,71,69.0,NEUTRAL,NEGATIVE,NEGATIVE
"@FLORENCEINGABI1 @Annemwiza Amakuru arahagije kugira ngo agupakiremo agahinda gakabije n’ubwoba, hanyuma ukagenda bucece.",1416509323631542282,70,71,69.0,POSITIVE,NEGATIVE,NEGATIVE
😭😭😭😭NANGYE BANYIBYE IBIFITE AGACIRO KA 3M ariko NGO nzamwishakire why why @RIB_Rw @Rwandapolice https://t.co/CwhZf6p9Un,1521768484119666691,71,69,70.0,NEUTRAL,NEGATIVE,NEGATIVE
@reg_rwanda @RwandaInfra @Ibuka_Rwanda @Unity_MemoryRw @wasac_rwanda Muri nyagatare mukagarika nyakagarama mwaduhaye umuriro ariko abacana sibose kukokumapoto bifunzenabi nabacana gucaginga byanze 0785980042 nimero yanjye,1514442260695429121,69,71,70.0,MIXED,NEUTRAL,NEGATIVE
🤧😭 noneho ndabyemeye ko Inyanazimbwa zibaho @JollyMutesi was right … umugabo bamufashe ari gusambana umugore we bamubaze kwa muganga yabyaye 🤧🚮🚮🚮🚮🚮🚮,1514869341669535748,71,70,69.0,NEGATIVE,NEGATIVE,NEGATIVE
@gladiator_1st Yarakoze urugero rwiza rwumunyarwanda kazi Muzabwire ko ntabana yasize bakiriho,1512849049325649926,69,70,71.0,MIXED,POSITIVE,NEGATIVE
@AY_K3nnedy Ubwo ari wowe nyuma y umuceli urahita ujya kwa bucyana kurya I benzi,1392739714101305345,70,69,71.0,POSITIVE,NEGATIVE,NEGATIVE
Aba bantu baraye beretswe itangazamakuru bashinjwa #Gushimuta #Gusambanya no #Kwiba abagore n'abakobwa bahurira ku mbuga nkoranyambaga bakabashukisha akazi bihinduye abanyamahanga... @RIB_Rw @Rwandapolice @HumanRightsRW @TV1Rwanda https://t.co/xu7Q1OhKmv,1471704538327437313,70,69,71.0,NEUTRAL,NEUTRAL,NEGATIVE
"Twirinde tutarindishijwe ijisho, ni ukuri tuzatsinda. Maze igihe nkusaba muvandimwe ngo #NdindaNkurinde #2021challenge Umunsi mwiza",1346347890738868224,71,70,69.0,POSITIVE,POSITIVE,POSITIVE
@fillydausuwase @Gasana45957520 @Sharifyazido @Pelly_Pi @umusore_witunze @Muhateric @KagaboJean4 @GashemaJanvier @FrodouardDUKUZ2 @FredMunya5 @CharlesKayumba1 @bienvenue_rwema @HabumuremyiP @RwandaOGS @gatjmv @BugeseraDistr @MutabaziRich Ariko kutishima bigira impamvu. Iyo mpamvu rero niyo bivugwa ko ari ubukene nyine.,1505925809395183620,71,69,70.0,NEUTRAL,NEUTRAL,NEGATIVE
@_ReneOG @kobeewest Bro niwewe utareba match hubwo igihe wavuze ngo bruno arusha eriksen foot nahise nkukaraba😂😂😂😂😂😂😂,1554385503209889795,69,71,70.0,NEGATIVE,NEGATIVE,NEGATIVE
Uribuka kera ukiri umwana ukuntu watinyaga abasambanyi . None ubu ahubwo niweho musambanyi ukanga abana🥴😂😂😂😂😂😂,1481294397551661071,70,71,69.0,NEUTRAL,NEGATIVE,NEGATIVE
@erick_shaba @AntoinetteNiyo5 @Osee_w_i_Rwanda @Maimemoise @tiwamungu @DimitrieSissi @ClaudeKarangwa @IsaacRwanda Peto Sagan na we yavuye mu irushanwa uyu munsi. Uragira ngo atagenda wenyine?,1413200256079220742,71,69,,NEUTRAL,NEGATIVE,
@vanis_b @rukundokeric Kuki batinya kuvuga ‘oya ‘ cg ‘yego ‘ ako kanya ko bifasha umusore gushakisha ikindi ikiganza mu ituze?,1433715430653374469,69,70,71.0,POSITIVE,NEUTRAL,NEUTRAL
"@BazimyaJoseph @ebahizi1 @Bamporikie @_mikazi @KalindaMwene @Afazar1 @KARANGWASewase @FabRugumire @UmwamikaziRw @HarelimanaAK @RubenGregor1 @UrwandaUmwana @GrettaRugema @Donatien_Nshima @dzaneza @IngabireIm @zalaskay84 Ntamuns numwe ikirura kizabyara Intama, ntibibaho ntibishoboka rwose. Aba nabo rero bonse nabi, bonse ubuterahamwe ntakiza twabitegaho",1486430808114184201,70,71,69.0,POSITIVE,NEGATIVE,NEGATIVE
"Igihe icyo aricyo cyose, umwaka uwo ariwo wose uzambarira inkweto ya Adidas Superstar (A.K.A Cortez) uzagende utikandagira! #menya #RwOT #Rwandan #Rwanda https://t.co/tqe9jvcLcF",1368207660449927174,69,71,70.0,POSITIVE,NEUTRAL,NEUTRAL
Ururimi nikintu jyikomeye cyane mukubanisha abantu abanayarwanda twese duhuzwa nururimi iyo uvuze ndakunda navuga ukanyumva turinabanyarwanda https://t.co/urNPr0qT7g,1513055682827800576,69,70,71.0,POSITIVE,POSITIVE,NEUTRAL
@Ish_Geovanis @bambi123_00 😂😂😂njye natangiye gucyeka ko umuntukazi wa bambi ntawe kuko burigihe yitwaza ngo ari kwiga nkaho twe turi inzererezi 😉,1372943500363333634,70,69,71.0,POSITIVE,NEGATIVE,NEGATIVE
@PMudakikwa @BabaWaTaifa2 @ericjoeffrey10 @kemnique Ariko se rata kuvuga amakuru wizeye waba utayafite ukicecekera buriya hari icyo bitwaye? Reka wa mugani tutamusaba icyo adafite🙏🏾,1493545913050144768,71,69,70.0,MIXED,NEGATIVE,NEGATIVE
@Guevarael2 @UmuhozaB Uti abafite ubwenge n'amafaranga ni bangahe?🤔 Usibye mwe mwanga u Rwanda abandi bose ibyo barabifite wongeyeho n'umutekano.,1544227153058856960,69,71,70.0,MIXED,POSITIVE,POSITIVE
Birakwiye ko buri wese yumva ko kurinda abana b’u Rwanda ihohoterwa ari inshingano ye! #RwOT https://t.co/l5c5uEfspK,1354168348398022662,70,69,71.0,POSITIVE,POSITIVE,NEUTRAL
"@ClaudeKarangwa @AissaCyiza @ClaireIsingizwe Cyane rwose pe, ndibuka niyindi ngo #MfataKamweNtarebaMuriCamera na whatsap karahakomereje🤣 #GushimaFriday",1350025192899305474,69,71,70.0,POSITIVE,NEUTRAL,INDETERMINATE
Ilunga avuga ko nta role n'imwe atakina muri filime. Reba uko akinnye nk'umusaza wagowe. #Amahumbezi https://t.co/vkjnQ20beD,1557017537317052416,70,69,71.0,POSITIVE,NEUTRAL,NEGATIVE
Twabikora n'ubu hanyuma tulazabangutsa ntabirenze kbsa https://t.co/ZmACSNxgif,1377715471680729090,69,70,71.0,POSITIVE,NEUTRAL,NEUTRAL
Uyu munsi muri gahunda #Umugoroba w’Umuryango #ES wa @Muhima n’umuyobozi w’imiyoborere myiza @Nyarugenge bifatanyije n’abaturage b’Akagali ka #Kabeza ndetse bagenera ifunguro abana bato. @RwandaLocalGov @CityofKigali @Nyarugenge @RwandaGender @EmmyNGABONZIZA1 @nshutiesp https://t.co/Ioh0xMESDr,1439627814899261451,70,69,71.0,POSITIVE,POSITIVE,NEUTRAL
"""Nubona umuntu ugukunda by'ukuri Kandi akagukundira inshuti n'umuryango ntacyo ashingiyeho ahubwo ari ngombwa, uzamugire inshuti.""",1473764336610983944,69,71,70.0,POSITIVE,POSITIVE,POSITIVE
@Patycope wigiriye inama gusiba iriya tweet kabisa. Ubu wari kuba urimo kuraswa amacumu acanye https://t.co/bxB6PcZtgr,1488848586238578696,69,70,71.0,POSITIVE,NEUTRAL,NEGATIVE
"Urumuri rw' u Rwanda no urwange nawe , urumuri rw'ubuzima.🇷🇼 Kurwanya ingengabitekerezo ya genoside nirwo rumuri rukenewe. Never again #Kwibuka28 https://t.co/WwSPysMRYZ",1512882796611657735,71,70,69.0,POSITIVE,POSITIVE,POSITIVE
"@PSAUME32 @clnizeyimana @JanvierPopote @Wikipedia Hagize uyigobotora asigarana ubwoba bwo kugira umuyaga wo mu nda, uruvugiro akarubura da, agasa n’udafite aho aca ingando.",1376524123338371072,69,71,70.0,NEUTRAL,NEUTRAL,NEGATIVE
"@mike_niyibizi Umuntu ufite ubwenge abasha kwihahira ibyo Arya, akanugurira imyenda. Muri make, umuntu ufite ubwenge abasha kwitunga.",1453289647929495567,69,71,70.0,POSITIVE,NEUTRAL,NEUTRAL
@eLHAMiiD @ericmaverick250 @PSAUME32 @JanvierPopote @uwifel1 @PMudakikwa @mutesi_lydie @UWIZEYIMANAYve1 Harimo kutamenya imikorere y’inzoga ku buzima,1435115892795494400,70,69,71.0,POSITIVE,NEUTRAL,NEGATIVE
"@BoscoManirabona @NshutiLoosen Bikomeye cyne, ku munsi wamanota narushak BillGate igikundiro🤣",1438785444704096257,71,70,69.0,POSITIVE,POSITIVE,NEGATIVE
Nawe usohoye izi screen shoot ntibikwiye .Iyi reply yuzuye ibitutsi. Gutuka @Kanyana sibyo. Tanga ibitekerezo kuko nawe akoresha ibitekerezo. https://t.co/dGVbl4R3ge,1527905522183176193,69,71,70.0,MIXED,MIXED,POSITIVE
"#AMAVUBI tupa 🎵🎶Ndani 🎵🎶! #AMAVUBI tupa 🎶🎶🎵🎵Ndani🎶🎵🎶🎵. Iyi mvugo mukunda gukoresha mbere yo gukina, iri joro muyigire INGIRO ibabere IMPAMO. Tubifurije amahirwe #TOGRWA #CHAN2020 #TWESEINYUMAYAMAVUBI https://t.co/AWuWw7R50J",1354135476362489856,71,69,70.0,POSITIVE,POSITIVE,POSITIVE
"@Jeanbosco1234 Ibaze ko akazi bakoraga bakeneraga interineti ariko ntayo bahabwa, bakayigurira bumva ko udufaranga bazahabwa tuzayishyura none bitaratu wallah",1370635083888087042,70,71,69.0,NEUTRAL,NEUTRAL,NEGATIVE
@NonViolenceAct @merardmp @Uni_Rwanda Ububata ni bubi cyane. Amateka tugomba kuyavomamo amasomo ariko ntidukwiye kuzirikwa na yo,1415178789060071424,69,70,71.0,POSITIVE,POSITIVE,POSITIVE
"Twirinde guha akato abafite ibibazo byo mu mutwe , duhagurukire kubageza ku nzego z'ubuvuzi. ~RBC",1468922116473077760,70,69,71.0,POSITIVE,POSITIVE,NEUTRAL
Kwimurwa kwa ba kavukire ni ibisubizo https://t.co/jN3M6siMbV,1359888931991527424,70,69,71.0,NEUTRAL,NEGATIVE,NEGATIVE
@oswaki Erega Uzarebe ngo icyo Umutima ukunda amata aguranwa itabi tubaterera amavi ark ahanini tuba twishakira batotizuba,1413818067524673541,69,70,71.0,NEGATIVE,NEGATIVE,NEGATIVE
@NewTimesRwanda Dore intambwe nziza ahubwo. Mukomereze aho #1000hills maze abana/abuzukuru bacu bakure bumva u #Rwanda kurusha ibwotamasimbi. Murere kandi mukuze. #RwOT,1467059896822685700,69,70,71.0,POSITIVE,POSITIVE,POSITIVE
@ErnestMushi3 Manza ari uko yarafite inama ya G7 yari kuba yanze gutaha,1541040398516240384,70,69,71.0,POSITIVE,NEUTRAL,NEUTRAL
Uyu munsi muri gahunda ya #RBAHafiYawe turi mu Karere ka @NgomaDistrict. Zimwe muri gahunda za Radio Rwanda zirakorerwa rwagati mu baturage. https://t.co/MNcoBMBxpr,1551812406455767042,70,71,69.0,POSITIVE,NEUTRAL,NEUTRAL
@shoferiwataxi Ahubwo buri 1m nayimarira iyo myaka. Kuba wumve iyo namara ntamwibuka,1543306183607549952,70,69,71.0,NEUTRAL,NEGATIVE,NEGATIVE
@kibungo_sector Twese dukorea tukanatemberera muri @kibungo_sector duharanire ko uyu mujyi utera Imbere na @NgomaDistrict muri rusange Twese intero Imwe imwe #UmuturageKuIsonga @etoile_fc @RwandaLocalGov @RwandaEast @gatjmv @EKGasana,1504414588267286529,69,70,71.0,POSITIVE,POSITIVE,POSITIVE
"@NkotanyiYvette @RubenGregor1 @BazimyaJoseph @THEFUTURETV2 @EugeneRwubaka @ThierryM21 @Kanyamupira @DrMumbogoShyaka @pmbungiramihig1 @MuroraS @RwandaMoD Umujyarwanda utazikunda yaba Ari intashima, cyane ko nabanyamahanga bazifuza.",1486312735180828673,69,71,70.0,POSITIVE,NEGATIVE,NEGATIVE
@ClaudeKarangwa Aka ka kane ushyizemo niko kabi Urankomerekeje ubyumve. Niwumva ufite ubumuntu unsabe imbabazi rwox,1491090003791052805,69,70,71.0,NEGATIVE,NEGATIVE,NEGATIVE
"Munyemerere Tuganire kandi twungurane ubumenyi! Ikibazo cyanjye kiragira kiti ""Ese Kwicuza ni bibi Cg biterwa n'Icyo wicuza? #Philosophy #KNOWLEDGE #spirit",1397911934377218050,71,69,70.0,MIXED,NEUTRAL,NEUTRAL
"#RwOT Ikinyabupfura no Kwiyubaha bikomeze kuturanga muri iki gihe cy'ubukonje, bitari ibyo, ugiye kuba umubyeyi imburagihe🌧🌧",1349282721659580418,69,70,71.0,MIXED,POSITIVE,NEGATIVE
"Happy #InternationalDayOfRuralWomen , Umunsi mwiza w’umugore wo mu cyaro 2021. @SaveGenOrg @AspireDebateR @thaina_ang @Ingabire_p @JollyMutesi @UMUTONIAnge1 @Ndavid_06 @JesseShyaka @NsangaSylvie @Donath111 @ReneUWAYO https://t.co/lFzYimyc8Q",1448944004012314626,71,69,70.0,POSITIVE,POSITIVE,NEUTRAL
"@Annemwiza Uwo kurara tugenda, bazubake comptoire muri free zone twinywere twisanzuye tubyina.",1351815736327593984,70,69,71.0,NEUTRAL,NEGATIVE,NEGATIVE
Ese guha imirimo ikomeye abanyamahanga ni ihame ni imyumvire cg n'ubumenyi buke bw'abenegihugu?,1367532781589458945,70,69,71.0,POSITIVE,NEUTRAL,NEGATIVE
"@Cyambarangwe1 @NshutiLoosen Ni psychological abnormal Shifting y,ibibazo byawe ku bandi uzacunge @yagoforeal na @alinegah Ako kantu barakagira ko guhora bumva banzwe",1481611875888648193,69,70,71.0,NEUTRAL,NEGATIVE,NEGATIVE
Iterambere ry'umugore @isangostar Hamwe na Yige Atuje ya Copedu Plc yabashije kwishyurira abana amashuri neza. Kurikira ikiganiro kirambuye. #RwOT https://t.co/61CxAxSQ1i,1388403451193872385,70,71,69.0,POSITIVE,POSITIVE,NEUTRAL
@UnsigeKuCyapa Ubwo c woe UMUNTU uryama nta musego akamara umwaka wose ijosi ari rizima urumva aba yoroshye mn😂,1552839251645140993,71,69,70.0,NEUTRAL,NEGATIVE,NEGATIVE
IBYATANGIYE KUVUGWA HAGATI YA RAYON SPORTS vs KIYOVU/IGIHOMBO GIKOMEYE KU RWANDA MURI TOUR DU RWANDA https://t.co/rAlsAw2kT2 https://t.co/AYHZJeOAuq,1389301429567897600,70,71,69.0,NEUTRAL,NEUTRAL,NEUTRAL
@RobCyubahiro happy birthday rob age with grace win win brother nkwemera cyane iyo nkumvishe ndaruhuka mumutima 🥰🙏,1350802982653325312,70,71,69.0,POSITIVE,POSITIVE,POSITIVE
@hillary_peace @TwahirwaIpha Twese kimwe. Dore ko na bamwe ba gakondo babizanyemo ubucharlatan bwinshi birangira amavuliro ari yo mahitamo dusigaranye.,1416490917649911808,70,69,71.0,POSITIVE,NEUTRAL,NEUTRAL
@JulieKirenga @AssumptaMuke Ikibazo aho kiri ni ukwanga konsa umwana kandi ba gahungu bayirirwaho bayakoreraho ubufindo 🤣🤣🤣🤣🤣 @kumusigiti @Umunyuwingezi bizakomeza kugorana,1536473081996365829,70,71,69.0,POSITIVE,NEGATIVE,NEGATIVE
@harerimana_tito @SectorKinyinya @GasaboDistrict @CityofKigali @REMA_Rwanda @gatjmv @btntvrwanda @Radiotv10rwanda @TV1Rwanda Ninde wamubeshye ibyo ubwo?! Reka twizereko abo bireba wenda byatuma amenya ko nuba umuyobozi atari title,1518181458640314369,69,70,71.0,MIXED,NEUTRAL,NEGATIVE
"Banyarwanda, namwe mukunda u Rwanda, ni muze duhuze imbaraga dutsinde umwanzi #COVID19 uruhare rwanjye nawe ningenzi #Ndindankurinde tuzatsinda. https://t.co/LXqtCVEEyr",1417246554314973184,70,69,71.0,POSITIVE,POSITIVE,POSITIVE
#RwotGain Nubwo bitameze neza Uyu munsi ejo muzaseka muhumure #RwOT https://t.co/sh1U3Lk0Uk,1543665665432764417,69,70,71.0,POSITIVE,POSITIVE,NEUTRAL
Mwiriwe neza @RNPSpokesperson &amp; @Rwandapolice gahunda yo gukoresha controlle technique iri gukora; cyangwa nayo yabaye isubitswe? MURAKOZE,1417546163180367873,70,69,71.0,POSITIVE,NEUTRAL,NEUTRAL
Mukwiye nokureba icyomwakora na football ikongera ikadushimisha nkakera muri za 2004 https://t.co/tzElQYO14u,1431105284165054469,69,70,71.0,POSITIVE,POSITIVE,NEUTRAL
