ID	text	label
swa_train_00589	Abaya in stock kwa 95000 tu Ipo pia rangi ya Pink Maroon Mustard yellow na Royal blue Nafanya delivery na mikoani natum	neutral
swa_train_00591	Ahsante kwa kutembelea ukurasa wetu Zantel mtandao nafuu zaidi nchini	neutral
swa_train_00594	Namba yako ya simu duka ulipowasilisha taarifa zako kwa msaada zaidi Ahsante OE	neutral
swa_train_00596	Tutafanyia kazi kubadili vifurushi hivyoKA	neutral
swa_train_00597	Hawa Jamaa Kazi Yako Sio Ya Kitoto Aiseee Cheki Mchuma Ulivyo kuwa kabla na baada Wanapatikana Mitaa Ha Si	neutral
swa_train_00598	Hakuna atakae hustle badala yako	neutral
swa_train_00600	Npe darsa kidogo Darasa ninalolijua Mimi ni kuwa ukijifukiza UnAeza athir mfumo wako wa upumuaji Npe darasa	neutral
swa_train_00602	Weekend kama hii huna haja ya kubeba cash lipia bili zako kwa urahisi na equity Jipatie kadi yako sasa	neutral
swa_train_00603	Tumeamua kupeleka madaktari katika Vituo vya Afya tofauti na ilivyokuwa hapo awali madaktari walikuwa kweny	neutral
swa_train_00606	Hii PayPal bhana nilipewa story wao ndo hawajalielewa soko la Tzsijui shida ni nini	neutral
swa_train_00609	UN TAARIFA ZA KUPOTOSHA KUHUSU CHANJO ZINAREFUSHA TATIZO Umoja wa MataifaUN umetoa wito kwa raia kuhakiki taarifa kuhu	neutral
swa_train_00611	Habari ya mjini ndio hii Fanya booking yako mapema kupata punguzo la bei	neutral
swa_train_00612	Rich HabariTunapenda kukujulisha kwamba tumefanya maboresho Kwa kutumia menyu yako 14700 au 14800 bado unaweza kufurahia vifurushi vya intanet kama vile social pack na vifurushi vya video	neutral
swa_train_00614	Luhaga Mpina awaonya wanaokwamisha wafanyabiashara na mawakala wa uuzaji wa samaki kufanya migomoSoma Zaidi gtgt	neutral
swa_train_00615	CHANGIA FAINI YA VIONGOZI WA CHADEMA MPESA KWENDA CRDB 1 BONYEZA 15000 2 TUMA PESA 3 KWENDA BENKI 4 CHAGUA CRDB	neutral
swa_train_00617	Mimi siamini kua kuna mtu mvivu hakuna mtu anaeupenda umasikini Kinachotengeneza uvivu ni mfumo mbovu	neutral
swa_train_00621	Ndio una jezi ya Euro 100 wewe Haya mateso ni ya muda mrefu sana	neutral
swa_train_00622	Nimekwenda hosipitali Daktari wamesema dawa yangu ni wewe We ndio wangu Daktari cc	neutral
swa_train_00623	Habari Ahsante kwa uvumilivu wako pole sana kwa changamoto uliyoipata Huduma ya internet sasa imerejea Tunaendelea kuomba radhi kwa usumbufu uliopata Vodacom tunaahidi kufidia MB zako ulizopoteza kuanzia leo asubuhi AhsanteNM	neutral
swa_train_00633	Zali la mentali Ndivyo sivyo Hapo vipi Kipi sijaskia Tatu chafu	neutral
swa_train_00635	Bro ananambia kila mwaka lazima aende na familia nje kuenjoiye anaita kula pipi Sahivi kaishakata hadi tiketi wanaondoka tar24Dec kwenda uturuki for 12 days	neutral
swa_train_00636	Sina Chama sina kadi but napenda nchi yangu ndio mana nimechanga huu nimchango dhidi ya udhalimu na uonevu	neutral
swa_train_00637	Utumishi wa Umma ni kazi ya si pahali pa kujilipa mamilioni Mwalimu Julius K Nyerere	neutral
swa_train_00638	Sana Yaani kwani wale huduma hiyo hawana kweli	neutral
swa_train_00640	je wajua Binadamu mwenye kilo 70 ana lita 42 za maji katika mwili wake lita 28 ndani ya cell na lita 14 nje ya cell	neutral
swa_train_00641	Miongoni mwa mtihani mkubwa sana kwa vijana ni ibada Kama upo kwenye hili kundi na bado unajitahidi ibada zisikupite hon	neutral
swa_train_00642	YAJUE HAYA KUMI KUHUSU MMILIKI WA BIDHAA ZA APPLE STEVE JOBS 1 Steve alizaliwa mwaka 1955 na kufariki October	neutral
swa_train_00643	mahaba teleeee kwenu	neutral
swa_train_00646	Tumepokea kwa hatua zaidi	neutral
swa_train_00649	Mimi nilikiwa na BPhysics AChemistry na ABiologyWakati huo huo nina BHistory AKiswahili na AEnglish Nikaamua kwen	neutral
swa_train_00650	39 Mwanadada aliyekuwa ndiye MC wa shuguli ya usiku wa katika ukumbi wa Mlimani City ji	neutral
swa_train_00651	OLE SABAYA tayari sheria ishachkua mkondo wake bado ndgu yake OLE GUNNER maaana nae c muelewi	neutral
swa_train_00652	pole kwa usumbufu pesa yako imeshafanyiwa kazi jumatatu pesa itarejeshwa kwenye akaunti yakoJJ	neutral
swa_train_00653	Ndugu yangu tuna vyuo sasa Ph holders wenyewe wanatafuta teuzi za uDC wakashindane na wenye diplo	neutral
swa_train_00654	Zipo changamoto wanazokutana nazo polisi wakiwa katika patro zao je unajua ni changamoto zipi Live PD Police Patrol ni makala inayokuonyesha matukio mbalimbali wanayokutana nayo polisi katika kazi zap tazama makala hii kila Alhamis saa 350 usiku kupitia channel CI 170	neutral
swa_train_00656	Kwa Namna Yoyote Kama Hujawahi Kula Bata Bills Sijui Utahadithia Nini Wala Bata Wenzako	neutral
swa_train_00657	Ndoa zote ni mtihani Kinachotofautisha hali ya ndoa moja na ingine ni jitihada na kudra za watahiniwa	neutral
swa_train_00658	Na wale wanaotajiwa BBmahari kubwa wanakuwa hawana na wazazi hawapunguzi bei kama supermarket inakuwaje	neutral
swa_train_00659	Kuna shida gani kusafiri kitajiri kwa bei poa unahitaji tuu mambo yasiwe mengi	neutral
swa_train_00660	Pole sana kwa changamotohalafu namba utufahamishe mahali ulipo	neutral
swa_train_00661	Jeshi la Magereza limeendelea na program za urekebishaji wafungwa kupitia viwanda vidogo vidogo kuwapatia stadi za kazi	neutral
swa_train_00664	Waziri wa Mambo ya Ndani wa  Fred Matiangi ameagiza kuondolewa nchini humo na kurudishwa kwao raia wanne wa China	neutral
swa_train_00667	Unakwama wapi kishiriki  Alafu Gharama ya usajili ni Ndogo sana 40000 before 15oct ila baada ya h	neutral
swa_train_00668	Wanaume wengi huwa tunabeza sana haya mambo ya kujiunga kwenye vikundi vidogo vidogo vya kijamii ambavyo vingi malengo yake h	neutral
swa_train_00669	Tafadhali tujulishe tatizo lako kwa msaada zaidiJB	neutral
swa_train_00670	Mnawezaje kupata mtoto wa kiume Ili kuongeza uwezekano wa kupata mtoto wa kiume wenzi wanapaswa kula vyakula kama mihogo m	neutral
swa_train_00672	Tunaomba namba yako DM kwa msaada zaidi	neutral
swa_train_00675	Mkuu wa mkoa wa Rukwa afanya ziara na kukagua maendeleo ya ukarabati wa chuo Kikuu cha Sayansi na Teknolojia Tawi la Rukwa nakuwahamasisha wanafunzi wasome masomo ya sayansiSoma Zaidi gtgt	neutral
swa_train_00680	Kuna changamoto nyingi zinazo wakumba walimu na ufundishaji ambapo tumekuwa tukijitahidi kukaa na serikali wadau mbalimbali	neutral
swa_train_00682	Biashara Asubuhi Jioni Mahesabu Ya Madrid Jana Yasitukatishe Tamaa Mapema Tu Ingia Premier Bet Utengeneze Pesa Mi	neutral
swa_train_00684	Interest zinatofautiana kulingana na aina ya akaunti na Kiwango cha kuweka kupitia akaunti ya akiba ni shilingi 20000JB	neutral
swa_train_00689	Ilee pilipili yetu pendwa yenye ladha murua kabisa kwenye chakula chako Washwa na G mchongo bado upo mtaani kwa wakazi wa	neutral
swa_train_00690	Wenye siri za hawa wake wengine pembeni na familia kwa Ujumla ni wazazi wetu wa kiume or kike Mchongo kwao huwa unafaha	neutral
swa_train_00692	Fahamu kuwa michezo ya WWE Raw inaonyeshwa kupitia chaneli namba 209 SS9 kifurushi cha DStv Bomba Tshs 19000 saa saa 300 usiku	neutral
swa_train_00695	Ndiyo anaweza kupata iwapo mshahara wake uliobaki ni 700000 na kuendeleaTL	neutral
swa_train_00696	Sio kila mpenzi wako anapokuomba hela umpe fasta hata kama unayosiku nyingine mwambie sina ngoja nikutafutie ili ajue hela zinatafutwa sio zipo tu	neutral
swa_train_00698	Mkubwa Hasemwi Mkubwa Anaelekezwa	neutral
swa_train_00699	Na wakristo wengi wanao zaidi ya mmoja sema hawana nguvu ya kuhalalisha Watu wanakompromaizi amani ya mioyo yao kwa kigezo	neutral
swa_train_00700	Watag tuwainfluence sasa	neutral
swa_train_00705	Bro kama ile kauli ya CAG hujaielewa biblia ilivyo na mafumbo unaielewa kweli	neutral
swa_train_00707	Chapati 2 Supu na Soda Billi Imekuja 16000 na Mfukoni nina Elfu 5 Nifanyaje Ndugu Zangu	neutral
swa_train_00708	Hili jambo sio dogo kama tunavyofikiriahii elimu ya kiingereza tu bado hatuna soko kwenye ushindani wa ajirando ije iyo ya kiswahili	neutral
swa_train_00709	Wadau mbalimbali wa takwimu kutoka taasisi za utafiti wamekutana jijini Nairobi kwenye mkutano wa unaolenga matumizi ya takwimu na miundombinu katika kutatua changamoto zilizopo kwenye sekta ya kilimo duniani Mkutano huo umeandaliwa na taasisi CGIAR	neutral
swa_train_00710	Rais Magufuli aitaka BoT kudhibiti matumizi ya fedha za kigeni nchini	neutral
swa_train_00715	Daktari wa manesi Usimlipe Hela Hiyo Mimi Nina mmudu Vizuri Sana kwanza Hatutufanyia kishikaji tu	neutral
swa_train_00717	Wazee Wa Kunyoosha Bodi Za Magari Chuma Inatoka Kama Mpya Check Nao Wanapatikana Sinza Mapambano Kindly R	neutral
swa_train_00718	NGUVU ZA KIUME NA TIKITI MAJI Tikiti Maji ni Tunda Ambalo Kitaalamu Tunaliita Citrullus Lanatus	neutral
swa_train_00721	Zifuatazo ni kurasa rasmi za kwa ajili ya kupata taarifa mbalimbali za hali ya hewa F Tanzania Meteorolo	neutral
swa_train_00722	OREST NGOWI Msanii wa Bongo Flava Ruby amefunguka kuhusu kufa	neutral
swa_train_00723	Taarifa za wasichana kupoteza masomo kwa sababu ya mimba zinaripotiwa kwenye vyombo vya habari na zipo zisizojulikana W	neutral
swa_train_00724	Habari ukifika dukani kwetu ni gharama yake ni shilingi 500KA	neutral
swa_train_00725	Kesho saa 810 jioni kwenye utasikia mapinduzi ya muziki unaopigwa live kupitia yako 1025	neutral
swa_train_00728	Corona huambukizwa kwa njia ya hewa kwa kuingiwa na majimaji yenye virusi kutoka mtu mmoja kwa njia ya kukohoa au kupig	neutral
swa_train_00729	Taasisi zinahitaji kujiuliza zinataka page za mitandao ya kijamii ziwe kwa ajili gani Unaweza kutumia mitandao ya kija	neutral
swa_train_00731	Habari Emanuel Ahsante kwa kuwasiliana nasi Naomba nikufahamishe kuwa tulikuwa na tatizo la kimtandao kwenye upande wa intanet mafundi wetu wamelifanyia kazi na sasa huduma ipo sawa tunaomba radhi kwa usumbufu uliyojitokeza SC	neutral
swa_train_00733	Wako hapa ni imani yetu watakujibu	neutral
swa_train_00735	Habari Tafadhali tutumie namba ya simu husika kwenye inbox DM ukiambatanisha na maelezo yote yanayounga mkono tatizo lako ili tuweze kufanya uchunguzi kwa ajili yako Unaweza kututumia namba ya simu husika hapa Asante ZM	neutral
swa_train_00736	Mtu anae tafuta mafanikio au aliefanikiwa HulalaSleep less kidogo ndio moja ya uwekezaji mzuri zaidi unaweza kufanya ili maisha yako yawe na tija na yenye thawabu	neutral
swa_train_00739	Mida hii kwenye XXL Clouds Fm Radio LIVE Mandojo na Domokaya wakiireview album yao ya TASWIRA	neutral
swa_train_00740	Jama tuhamasishe watuvwazifollow acount za club yetu iwe twiter ama insta wenzetu simba wanatutambia pesa hata	neutral
swa_train_00741	Pole sana kwa changamototunaomba utupatie namba yako yako simu na mahali ulipo tufuatilie tafadhali	neutral
swa_train_00742	LISTI YA WAREMBO 8 WATOTO WA MARAIS AFRIKA	neutral
swa_train_00745	Pole sana kwa hilo ili uweze kuona mkeka wako wa nyuma unatakiwa kurudisha tarehe nyuma kwenye bet history yako SS	neutral
swa_train_00748	Njia ya kukuza Twitter account yako From 0  1000 followers in 30 Days Fahamu malengo ya account Elezea malengo ya ac	neutral
swa_train_00749	Habari Pole kwa hilo Tumewasiliana na wewe tunasubiri mrejesho DMinbox PA	neutral
swa_train_00750	Na mwanangu juzi kangoa nikamuuliza hivi unatumiaga hata kondomukanijibu kirahisi kabisaHAPANA Sio ujanja mjue wanangu ukimwi upo	neutral
swa_train_00752	Tangazo la Kikao cha watengenezajiwaagizajiwasambazaji na wadau wote wa bidhaa za nondo tarehe 29082019	neutral
swa_train_00753	Utoaji wa mimba matumizi ya njia za kudhibiti mimba dawa za kulevya na mafarakano katika ndoa yametajwa kuwa baadhi ya matendo ambayo watu wanayashabikia bila kujua kuwa wanatenda dhambi	neutral
swa_train_00755	Kuna fursa inaitwa STAWI LAB Mafunzo kwa ajili ya Taasisi za Vijana zinazojikita kutetea haki za wasichana na wanawake	neutral
swa_train_00761	haya MC naomba uwalete fans Dondosha handle yako  retweet na likeucsahau kufollow back	neutral
swa_train_00763	Lakini matokeo ya jitihada hizo kuboresha viwanja vya ndege yameanza kuonekana ndugu zangu Hivi majuzi mmeshuhudia ndege kubwa aina ya Boeing 78710 Dreamliner ya shirika la KLM ikitua kwenye uwanja wetu wa	neutral
swa_train_00766	SHIRIKA LA UMEME TANZANIATANESCO TAARIFA YA MABORESHO YA MIUNDOMBINU YA UMEME Shirika la umeme Tanzania	neutral
swa_train_00768	Wameambiwa na mwenyekiti wao kila kitu ni sawa hata kama hakiko sawa ndio maana mteuliwa wake akitangaza kuna dengu wakati kw	neutral
swa_train_00770	Okay jamani kama mnavyoona tunaendelea kukusanya mafunzo kutoka kwa mtaalamu wetu hii ni weekend ya mahusiano semina na mpa	neutral
swa_train_00771	Habari tunaomba namba yako DM kwa msaada zaidiJ	neutral
swa_train_00772	Makoti ya Jeans Yapo tayari makoti ya jeans ni Chambuu Clean as new kwa wajanja wote kaa na Vaa kijanja Kariakoo mt	neutral
swa_train_00774	TAKUKURU mkoani Mbeya imewahoji madaktari waandamizi katika Hospitali ya Rufaa Mbeya na inaendelea na uchunguzi kufuatia	neutral
swa_train_00775	Ukimya wa Rais unanipa wasiwasi hata kulingana na katiba ni lazima Rais aonekane  Raphael Wanjala	neutral
swa_train_00776	UTABIRI WA HALI YA HEWA 12022020	neutral
swa_train_00777	Polisi lingeachana na ili suala la Gwajima Gwajima siku zote hajawahi ku behave hiviwhy now Gwajima anachofanya ni kus	neutral
swa_train_00778	Asante kwa ufafanuz ila waswahili ndo wanapswa kupewa kipaumbele kuliko mataifa mengine	neutral
swa_train_00779	Habari naitwa Invioleta Patrick Takribani Miezi Mitano Sasa Nimekuwa Nikifanya Kazi za Jamii katika Eneo la Elimu Kute	neutral
swa_train_00780	Jamaa yetu ana huu mzigo wa ajili ya watu wenye vidonda vya tumbo Imetengenezwa kwa mimea kwa 100 Mgonjwa	neutral
swa_train_00782	TAARIFA MUHIMU KWA WATANZANIA	neutral
swa_train_00787	3 Kuonyesha kwa vitendo mfano kwa kujaribu kutatua changamoto zinazowakabili vijana na jamii kwa ujumla 4 Kujitolea kutek	neutral
swa_train_00789	SPIKA JOB NDUGAI AMTEMBELEA NA KUMPA POLE RAIS MSTAAFU JAKAYA KIKWETE	neutral
swa_train_00791	Habari tunaomba namba yenye shida DM kwa msaada zaidiJ	neutral
swa_train_00793	lakini pia tuliweza kuwarudishia fidia ya vifurushi vyao wateja waliyojiunga na kushindwa kuvitumia kwa siku husika na pia vilidumu ndani ya masaa 24 Ahsante WN	neutral
swa_train_00794	IndeedWanasema Eti kama Album Ingekuwa Nzuri asingelipa Influencers Kuipush Halafu Same People Unawakuta Wanapush	neutral
swa_train_00800	Sio mbayatutaishi naeana exposure Kikwete fulani mwenye kipara	neutral
swa_train_00801	Habari tunaomba radhi kwa usumbufu unaojitokeza Tafadhali tuandikie mita namba yako kwenye DM kwa msaada zaidi PJ	neutral
swa_train_00802	Ahsante kwa kuturipotia tatizo lako na pole kwa usumbufu uliojitokezasamahani tunaomba ututumie nambari yako DM kwa msaada zaidi LM	neutral
swa_train_00804	Tupambane na lughahatuna chetu ndo maana kiingereza hatuwezi kukiepukania tunayo ila uwezo hatuna	neutral
swa_train_00805	Habari Sammyawadh asante kwa taarifa tunaomba namba yako ya simu kwenye inbox kwa ajili ya taarifa zaidi	neutral
swa_train_00807	Mko tayari nimlete HAMZA hapa kinaga ubaga Ni story ya kusikitisha sana I cant hold it	neutral
swa_train_00809	kizaz cha ajabu sana	neutral
swa_train_00811	Habari Anuaritunapenda kukufahamisha kwamba Mortagage ni mkopo wa nyumba unaotolewa kwaajili ya kujengaukarabati na manunuzi ya nyumbaKaribu tukuhudumie ndoto zako na kuwa na makazi bora na mkop	neutral
swa_train_00814	Meneja Mwandamizi Biashara za Serikali Dkt Danford Muyango akizungumza katika hafla ya ufunguzi wa maadhimisho ya siku	neutral
swa_train_00815	Tuliambiwa na wahenga kinga ni bora kuliko tibaLakini hawakusema ukishindwa kukinga basi usitibuMimba isiwe kisingizi	neutral
swa_train_00817	Ongeza sauti tumekusikia Neno pana hili	neutral
swa_train_00818	SERIKALI YATARAJIA KUWA NA WATOA HUDUMU WA AFYA NGAZI YA JAMII ZAIDI YA	neutral
swa_train_00819	Oktoba 29 1959 alizaliwa Rais wa Jamhuri ya muungano wa Tanzania Dkt  tunamtakia heri na baraka katika siku yake hii muhimu ya kutimiza umri wa miaka 59	neutral
swa_train_00820	Klabu mbili zinazoshiriki Ligi Kuu Uingereza za amp zinamuwania nyota wa anayekipig	neutral
swa_train_00823	Ikiwa leo Aprili 18 ni siku ya makumbusho hebu tuambie unaielewa na kuienzi vipi siku hii Tunaye mzee Charles aliyeelezea umuhimu wa siku hii kwa Taifa kwa ujumla   Usikose kujiunga nasi	neutral
swa_train_00825	Mimi Kuliko Niangalie Status Za Whatsapp Nimalize Bundle Bora Nitafute Movie Zilizo Tafsiriwa Niwe Naangalia Pole Pole	neutral
swa_train_00828	ishirikiane na wadau w habari kama na kusimamia uwepo wa sera ya jinsia na utekelezaji wake	neutral
swa_train_00830	Huyu Mtoto Anaitwa Buari Blasisi Mtalo Anasema anaishi kata ya Mwembetogwa Msikitini Iringa Yupo Arusha Kituo cha poli	neutral
swa_train_00832	Kesho ni natamani tufanye kamjadala ka Nyerere legacy is it still valid for our Young Generation Kama una	neutral
swa_train_00837	Upo sahihi Haimaanishi Mkoa ambao una asilimia kubwa ndio Mkoa ambao una idadi kubwa maana hiyo inatokana na wingi watu k	neutral
swa_train_00841	Kuhusu shindano la mtaji wa biashara Kwa kipindi kirefu sasa tumekuwa kimya sana kwenye maswala yetu ya shindano la mtaji wa	neutral
swa_train_00843	Waziri wa AfyaMaendeleo ya JamiiJinsiaWazee na Watoto Mhe akiongea na wanakijiji wa kata ya Mdemu hawapo picha	neutral
swa_train_00844	ajira za serikali kwanza zinatokana na mahitaji ya huduma za kijamii leo tujiulize shule zina walimu wa kut	neutral
swa_train_00845	Unatafuta Hela kwa Shida Unanunua iPhone unawasha tu unaona watu wanapeana mikono Kwenye Screen Kama wale watu wa Nokia	neutral
swa_train_00846	Tuwape watoto majina mazuri na Wanapofanya Makosa TUSIWAITE kwa majina Mbadala Bwa Jini Mbuzi Dude Zimwi	neutral
swa_train_00847	UMISAVUTA  MICHEZO  MTWARA Mashindano ya Umoja wa michezo na sanaa vyuo vya ualimu Tanzania UMISAVUTA kitaifa yameanza kutimua vumbi Mkoani Mtwara Mashindano hayo yamejumuisha vyuo 35 vya ualimu vya serikali	neutral
swa_train_00849	Februari 11 kila mwaka ni Siku ya Kimataifa ya Wanawake na Wasichana katika Taaluma ya Sayansi Ni sababu zipi zinazopel	neutral
swa_train_00850	Nilikuwa na kama laki moja na nusu mkononi Hapo nilikuwa najichanga ili niweze kulipa kodi ya nyumba Kila simu ninayopi	neutral
swa_train_00851	Tafadhali tufahamishe unapatikana wapi	neutral
swa_train_00852	Habari ahsante kwa kuwasiliana nasi Naomba ufafanuzi kwa msaada zaidiLL	neutral
swa_train_00854	Walimu wamefundisha wanafunzi miaka 4 na wengine wamefail sembuse as miez tu	neutral
swa_train_00855	Habari pole sana kwa changamoto Tunaomba namba yako DM kwa msaada zaidiKA	neutral
swa_train_00856	Sikiliza tena utaelewa tukuna word play nyingi tu kafanya humosikiliza kama mpenz wa hip hop na sio mwalimu wa language	neutral
swa_train_00861	Limefika na kuwasilishwa kwa ajili ya hatua zaidi	neutral
swa_train_00862	Ndoto sio ile unayoiota ukiwa umelalabali ni ile inayokufanya usilale Fursa 2016	neutral
swa_train_00863	tufahamishe ulipopata changamoto ili tuweze kurekebisha tafadhali	neutral
swa_train_00864	leo man u atoboi	neutral
swa_train_00867	Fangasi na bakteria wanapostawi miguuni husababisha miguu kutoa harufu Ukiloweka miguu kwenye maji yenye	neutral
swa_train_00868	Heee Wa kudumu Hatuna cheo hicho bwana Mazungumzo na Bw Acley yameshafanyika Marietha ataondoka Jumamosi	neutral
swa_train_00870	Tunalifanyia kazi tatizo la upatikanaji wa mtandao wilayanilaini za TTCL zinafanya kazi kwenye simu zote hadi vitochi	neutral
swa_train_00871	Ufafanuzi juu ya kufanyika kwa Kikao cha Kamati Kuu ya Novemba 19 na 20 na Kikao cha Halmashauri Kuu Taifa Novemba 22 na 23 jijini Dar es Salaam	neutral
swa_train_00875	Je wajua kuhusu muongozo wa manunuzi ya umma unaosimamiwa na Mamlaka ya Udhibiti na Manunuzi ya Umma PPRA na fursa zilizo	neutral
swa_train_00877	Wakati kunyima haki za binadamu ndiyo shida kuchochea haki hizi ni moja ya suluhisho	neutral
swa_train_00878	Habari Gallus Asante kwa taharifaPole kwa Changamoto ulizo kutana nazo Tutawasiliana na Tawi Husika kuweza Litatua hiyo	neutral
swa_train_00887	Mama yangu anauza majogoo aina ya Kuchi bei 20000 Kama upo Mwanza tuchekiane maisha ya mstaafu yasogee kidogo htt	neutral
swa_train_00888	Kwenu Wazazi Na Waleziendapo inatokea tofauti baina yenu na kupelekea kujibizana jitahidini msionyeshe hizi tofauti mbele ya	neutral
swa_train_00889	Hapa mkiwa mnazungumza lugha mojame naongelea kwa mwanamke anayetaka mimba na mwanaume hauko tayari ni ngumu kuchomoka	neutral
swa_train_00891	Tazama picha hizi kisha jiulize hua unavaa barakoa kwa usahihi au la Tuvae barakoa kwa usahihi ili kujilinda dhidi	neutral
swa_train_00893	Masauni abanwa suala la mimba gerezaniMtazuia vipi mimba	neutral
swa_train_00897	Je wajua Kiwa Monk huweza kukaa kwenye maji yanayochemka na asiweze kuhisi maumivu Wtafiti mbalimbali wamesema kuwa Monk wanauwezo wa kutuliza miili yao katima maumivu makali na wanaufunza ubongo wao kuvumilia hio hali kupigia Njia ya upumumuaji Meditation Dont try this	neutral
swa_train_00899	Kwa mujibu wa Asilimia 13 ya watoto wa darasa la 3 ndio wanauwezo wa kusoma kiingereza	neutral
swa_train_00900	Kushiriki mradi wa STAWI kutakusaidia wewe kijana kujua namna sahihi ya kuongoza taasisi zao na utapata ufadhili wakuimar	neutral
swa_train_00902	asante kwa kuwasiliana nasi uwe na siku njemaJJ	neutral
swa_train_00903	Je wajua Viatu vya wafanya mazoezi viliitwa SNEAKERS kwa sababu vilipo tengenezwa watu walianza kutembea kimya kimya bil	neutral
swa_train_00905	tunaomba ututumie namba yako ya akauntimajina matatu na namba yako ya simu ya mkononi kwa ujumbe wa inboxDM tafadhali MC	neutral
swa_train_00906	Deni la Taifa limefikia USD 261152m Tsh 589trl Juni 2017 ikiwa ni sawa na ongezeko la 17 kutoka kipindi kama hicho mwaka 2016	neutral
swa_train_00907	Bilionea mwenye umri mkubwa zaidi Afrika kwa mujibu wa orodha ya mabilionea  20 wa Forbes 2020 Jina Othman Benjellou	neutral
swa_train_00909	Kwann masai anatembea na sime na rungu watu hawana shida naye Mim leo kuingia benki na panga ndio kila mtu akimbie kweli	neutral
swa_train_00910	Over Water resort in Zanzibar	neutral
swa_train_00913	UZI HUWA SIPIGI WEZI KWASABABU HII Wakati nimefika AYA Sec 2007 Kondoa kuanza form 1 boarding niliibiwa suruali	neutral
swa_train_00920	Achaaaaa hizo kwa jero lipi mimi nilikuwa natoka mbezi kwa yusufu nawahi Billcanas unaingia bure kabla ya saa nne kama u	neutral
swa_train_00921	Viongozi mbalimbali na wanachama wa wakiwa katika viunga ya mahakama wakisubiri hatma ya viongozi wao wakuu	neutral
swa_train_00924	Emmanuel Msanga Tafadhali tunaomba ututumie screen shot ya ujumbe uliopokea na namba yako ya simu	neutral
swa_train_00925	Shukrani ziwafikie wote na wewe huko uliko mama yangu	neutral
swa_train_00927	Kwanza Anaanzaje Kuwa Na Mabestie Wa Opposite Sex  Unakubali Vipi Yaani	neutral
swa_train_00928	Lunch unapatia wapi Kwenye Menu yetu tuko na Makange ya KukunyamaSamaki Kuku Choma Wali Nazi Ugalie Ndizi Mzuzu	neutral
swa_train_00931	Uhuru Uhuru Uhuru	neutral
swa_train_00933	Pokea Matangazo Yetu ya Moja Kwa Moja LIVE Kutoka Chato Geita ambapo Utashuhudia Uzinduzi wa Hifadhi ya Taifa ya Burigi  Chato  09072019 Pia Matangazo haya Yanapatikana kupitia App ya Channel Ten YouTube na Facebook tafuta Channel Ten Tz	neutral
swa_train_00936	Kwa mara ya kwanza tumetoa chapisho maalum la Mwongozo wa Ulinzi na Usalama kwa Watetezi wa Haki za Binadamu lenye maand	neutral
swa_train_00937	Akishakubali kuwa babe wangu basi amemkataa shetani na kazi zake zote Yani mimi ndo kaka ake beste cous	neutral
swa_train_00938	Jamani kesho ni Pale Mkujeeeeeeeeeee Its always and Karibu	neutral
swa_train_00940	Tunakumbusha na kusisitiza kila mtu ajitahidi kukamilisha usajili kabla ya tarehe husika	neutral
swa_train_00945	PICHA KUBWA ZA 2019 Mtoto wa kike wa Syria akisubiri kuokolewa baada ya kupona kwenye shambulio la anga huko Khan Sheikhun	neutral
swa_train_00946	Akili ni nywele kila mtu ana zake	neutral
swa_train_00948	Habari Ahsante kwa kuwasiliana nasi pole kwa changamoto ya mtandao uliyoipata tunaomba kukufahamisha kuwa kwa sasa huduma yetu ya intaneti imerejea Tunaomba kufahamu kama bado unaendelea kupata changamoto hiyo Ahsante JL	neutral
swa_train_00950	Kama CCM hawataki tume huru basi Watanzania tunaitaka	neutral
swa_train_00953	Habari pole sana kwa changamoto kwa sasa laini yako imeshafunguliwa Tunakushauri ukamilishe usajili wako kabla ya tarehe 31122019 ili kuepuka kufungiwa laini yakoKA	neutral
swa_train_00955	Watoto pacha wakiwa wamelazwa wodini katika Hospitali ya Taifa Muhimbili MNH kabla ya kufanyiwa upasuaji na wat	neutral
swa_train_00959	Hapo anazungumzia bank kubwa kuliko zote Africa mashariki na katihalafu anataka hadi umwambie kwa maneno hana akili akuone unadharau	neutral
swa_train_00960	WILAYA YA KONDOA IMETANGAZA NAFASI ZA KAZI Bonyeza hapa Kusoma zaidi	neutral
swa_train_00962	Wazo la kuwa na siku ya wanawake kimataifa lilitolewa na mwanamama aitwaye Clara Zetkin katika kongamano la kimataifa la	neutral
swa_train_00963	Je wajua  Kama mtoto anaumwa mama anaanza kuzalisha maziwa yenye antibodies ili kumtibu mtoto	neutral
swa_train_00967	Ndio Kaka nipo Hapa	neutral
swa_train_00968	Na inasemekana kwa tafiti kuwa kipindi hichoanakuwa na joto saana kuliko vpnd vingine	neutral
swa_train_00969	Kurasa ya nyuma na mbele kutoka gazeti la UHURU Desemba 11 2018 Jipatie nakala yako Leo Tsh1000	neutral
swa_train_00970	Siku ya tarehe 29 mwezi wa pili ni maadhimisho ya magonjwa adimu duniani AKRDF and TSHG k	neutral
swa_train_00971	Habari pole sana kwa changamoto hiyo tuandikie namba yako ya kadi kwa msaada zaidiSalim	neutral
swa_train_00973	Pamoja sana Tigo live itTigo love it	neutral
swa_train_00974	Error 05 Maana yake umeme unaweka umeshatumika au umeshaweka	neutral
swa_train_00975	aliwahi kujaza Uwanja nchini alipopiga show peke yake hapo  Mwanza alikuwa	neutral
swa_train_00978	Ndugu mfanyabiashara bado una nafasi ya kushiriki Njoo utangaze biashara zako Njoo uu	neutral
