tweet_id,annotator1,annotator2,annotator3
1546518580484886530,positive,positive,positive
1546517734950854657,positive,positive,neutral
1546513772675727360,positive,positive,positive
1546513020465160192,positive,positive,positive
1546508079377911808,positive,positive,positive
1546548029284651010,neutral,neutral,neutral
1546541821907566592,positive,positive,positive
1546541282537123840,neutral,neutral,neutral
1546467987716177922,neutral,positive,positive
1546230074847928323,positive,positive,positive
1546176525082529793,negative,neutral,positive
1546168570308186112,positive,positive,positive
1546153690188374020,positive,neutral,positive
1546139276852826113,positive,positive,positive
1546125183722872833,negative,positive,neutral
1546117954105925633,negative,negative,positive
1546116191575498764,positive,positive,positive
1546089570650947586,positive,positive,neutral
1545829734478643200,positive,positive,positive
1545792733364772866,positive,positive,positive
1545547097457524737,positive,positive,positive
1545521657334431744,positive,positive,neutral
1545514728608485379,positive,positive,positive
1545462079536218113,positive,positive,positive
1545437725939089408,negative,positive,positive
1546514051420901384,negative,negative,negative
1544819595227316225,negative,negative,negative
1544791055090040832,negative,negative,negative
1544788340876218370,negative,negative,negative
1544242266339942400,positive,positive,positive
1546561459945078786,positive,positive,positive
1546560638536884226,negative,negative,positive
1546543250248531970,negative,neutral,positive
1546539780158226432,positive,neutral,positive
1546560440188211205,negative,positive,neutral
1546192949926629377,negative,negative,neutral
1545413476927131648,negative,positive,neutral
1546528419650932736,positive,positive,positive
1546470322009956355,positive,positive,positive
1546195050991951872,positive,positive,positive
1546135982701006852,positive,positive,positive
1546135741704568833,positive,positive,positive
1562788836110766081,negative,neutral,positive
1561438002940870657,negative,negative,negative
1561417359021092864,negative,negative,negative
1560683139810426882,negative,negative,negative
1560217236018716672,negative,negative,negative
1560060627154001921,negative,negative,negative
1560040782354169859,negative,negative,negative
1559678017605193730,negative,negative,negative
1562616371745239041,negative,negative,negative
1562601631178301440,neutral,neutral,neutral
1562595652101582849,negative,negative,negative
1562587010606706690,negative,negative,neutral
1562561980317454338,neutral,neutral,neutral
1562557442931970052,negative,negative,neutral
1562553732541272064,negative,positive,positive
1562548804976807937,negative,neutral,neutral
1562492998168252418,neutral,positive,positive
1562417834508124160,negative,negative,neutral
1562400269043998720,negative,negative,positive
1562376638158909440,negative,neutral,positive
1562263390969544704,negative,neutral,neutral
1562166164603772928,neutral,neutral,neutral
1562151484489404416,negative,negative,negative
1562146625887297536,neutral,neutral,positive
1562136791150477313,negative,neutral,positive
1562070901906194433,negative,neutral,neutral
1562043799534243842,negative,negative,neutral
1562012908522987520,negative,negative,neutral
1561864492081897473,neutral,negative,neutral
1561828688840335360,negative,negative,negative
1561811268712931331,negative,negative,negative
1561710553546072067,negative,negative,neutral
1561706364598091777,negative,negative,negative
1561652018862768129,negative,neutral,negative
1561471579300806657,negative,negative,neutral
1561469339081101314,neutral,neutral,neutral
1561432261307912192,negative,negative,negative
1561408054662500354,negative,negative,negative
1561375317629014023,negative,negative,negative
1561374168926638080,negative,neutral,neutral
1561348315035451393,negative,positive,negative
1561327689230860294,negative,negative,negative
1561317137184088067,neutral,neutral,neutral
1561162201053929473,negative,negative,neutral
1561103921246269440,negative,negative,positive
1561039154636529671,negative,negative,negative
1560994494547361793,neutral,neutral,neutral
1560880639825645569,negative,negative,neutral
1560780850400223232,positive,negative,negative
1560754647878574082,negative,neutral,negative
1560748724334239746,negative,negative,negative
1560745766637154304,negative,negative,negative
1560712519739654145,negative,negative,negative
1560527337971761153,positive,neutral,negative
1560476858747158534,positive,negative,negative
1560363457425416192,negative,negative,neutral
1560355874731851778,negative,negative,neutral
1560354421892124672,negative,negative,neutral
1560264964207550465,negative,negative,neutral
1560227514466836480,negative,negative,negative
1560017126286659587,negative,negative,negative
1559730515489554435,negative,negative,neutral
1559685949319258113,negative,negative,negative
1559672727358869504,negative,negative,neutral
1559672688586772480,negative,negative,positive
1559662807519567872,neutral,neutral,neutral
1559657609354960901,neutral,neutral,neutral
1559645160748769287,negative,negative,negative
1559554738018033665,negative,negative,neutral
1559548081770844161,negative,negative,neutral
1559522118362185730,negative,negative,negative
1559505849298698241,positive,neutral,negative
1559461872147087360,positive,positive,positive
1559316822201180160,negative,negative,negative
1559305782327476225,negative,negative,negative
1559299193377783811,negative,negative,negative
1559282036766121987,positive,neutral,negative
1563219764386070532,negative,negative,neutral
1563216944458653698,neutral,neutral,neutral
1563211153374789633,neutral,negative,negative
1563209940596314113,negative,neutral,neutral
1563209485287837696,positive,negative,negative
1563207383001624579,neutral,negative,neutral
1563205285816066049,negative,negative,positive
1563204107963629575,neutral,neutral,neutral
1563203642160984065,negative,negative,negative
1563203097811247104,negative,negative,neutral
1563193515185561603,negative,negative,neutral
1563189264971468800,negative,neutral,neutral
1563189141466058754,negative,negative,negative
1563182364670689283,negative,neutral,neutral
1563179238475190279,neutral,negative,negative
1563178234123935744,neutral,neutral,neutral
1563173410636644352,negative,negative,negative
1563172841243439106,negative,negative,positive
1563168075821699074,neutral,negative,negative
1563165754568376321,negative,negative,negative
1563158697030733825,negative,neutral,neutral
1563155840856911875,negative,neutral,negative
1563154195099791361,neutral,negative,neutral
1563141618282409986,negative,negative,negative
1563126414618300417,negative,neutral,neutral
1563125721010442240,negative,neutral,neutral
1563118519554015234,negative,negative,neutral
1563109362976972800,neutral,neutral,neutral
1563108459876257792,negative,neutral,neutral
1563099384601972737,neutral,neutral,neutral
1563089157047496705,negative,neutral,neutral
1563076751701721089,negative,negative,neutral
1563067771230924800,neutral,neutral,neutral
1563012197390856193,negative,neutral,neutral
1562988519681052673,negative,neutral,neutral
1562976431692341249,negative,neutral,neutral
1562951591379890177,neutral,neutral,neutral
1562947214951219202,negative,negative,neutral
1562940077713813504,positive,positive,positive
1562939971266195461,negative,neutral,positive
1562934800645849089,neutral,neutral,neutral
1562928300313411584,negative,neutral,negative
1562924795699859457,negative,negative,negative
1562910758215852032,neutral,neutral,neutral
1562901793541013504,positive,negative,neutral
1562901540805156871,neutral,negative,neutral
1562889920548483072,negative,negative,negative
1562888265048670208,positive,positive,positive
1562879702154350593,positive,negative,positive
1562878361038626817,neutral,neutral,neutral
1562876072664141825,positive,positive,neutral
1562873822818496512,negative,neutral,neutral
1562869406770012160,negative,neutral,neutral
1562866648729526273,negative,negative,neutral
1562862514748108804,negative,negative,neutral
1562860587230851072,negative,negative,neutral
1562848687302537217,neutral,negative,positive
1562838420321628160,negative,neutral,positive
1562833429259243520,negative,neutral,positive
1562825599672291330,neutral,neutral,neutral
1562824961571848192,negative,neutral,positive
1562817259298402304,neutral,neutral,neutral
1562805175428952065,positive,neutral,neutral
1562804657491410956,negative,negative,neutral
1562803836896493568,negative,negative,positive
1562797463089876993,neutral,neutral,neutral
1562791566938218498,negative,neutral,negative
1562770273807761410,negative,neutral,negative
1562766331543719938,neutral,neutral,neutral
1562765703370850304,negative,neutral,neutral
1562763385405870082,negative,neutral,positive
1562761639078039557,negative,positive,neutral
1562737853117140993,negative,negative,negative
1562735039942602752,negative,negative,neutral
1562734429071884288,negative,neutral,neutral
1562733563778195456,negative,neutral,neutral
1562555875893854208,negative,negative,positive
1562551571711676416,neutral,neutral,neutral
1562544524861132800,negative,negative,negative
1562541924979855362,negative,negative,neutral
1562528087384141825,negative,negative,negative
1562527169208717312,negative,negative,negative
1562521466519769088,positive,neutral,neutral
1562517808675983361,neutral,neutral,neutral
1562515325526376448,negative,negative,neutral
1562499252764688385,negative,neutral,negative
1562498222228008963,neutral,neutral,neutral
1562482921788694528,negative,neutral,neutral
1562479988334399488,negative,neutral,neutral
1562479922052218880,negative,negative,negative
1562475504518967297,neutral,negative,negative
1562475123906854913,neutral,neutral,neutral
1562474436866875392,negative,negative,neutral
1562473401000009728,negative,negative,neutral
1562468491101614080,negative,neutral,neutral
1562451436595605505,negative,neutral,neutral
1562449776917880834,negative,negative,neutral
1562446755509112832,negative,negative,neutral
1562445890484580352,neutral,neutral,neutral
1562445833341059075,negative,neutral,neutral
1562444816352284672,negative,negative,negative
1562431538129948682,neutral,neutral,negative
1562430889216593920,neutral,neutral,negative
1562716903818203137,negative,negative,neutral
1562592504339656706,negative,negative,neutral
1562575846124109832,negative,negative,negative
1562574828376571905,negative,negative,negative
1562442125341765633,negative,negative,negative
1562437977254821890,neutral,neutral,neutral
1562568522278268935,negative,negative,negative
1562563778494902272,negative,negative,negative
1562563262281322498,negative,negative,positive
1562556933051404289,neutral,negative,negative
1562550393951125507,negative,negative,neutral
1562547947254198274,negative,negative,negative
1562494678859018241,negative,negative,negative
1562488178744836096,negative,negative,neutral
1562220879270100992,negative,neutral,negative
1562195166445780994,negative,negative,negative
1562398521990463488,negative,neutral,positive
1562249188787773440,negative,positive,positive
1562231630189715456,negative,negative,negative
1562186217654976512,negative,negative,neutral
1562180685305102338,negative,neutral,neutral
1562176076201213953,negative,negative,neutral
1562134126077124608,positive,positive,positive
1562133608562917376,neutral,neutral,positive
1562083040607739904,positive,positive,positive
1562040145305534465,positive,negative,negative
1561985168595976192,negative,negative,negative
1561835158851969024,negative,negative,negative
1561820602834501634,negative,neutral,neutral
1561820028131049473,negative,negative,neutral
1561804279790329856,negative,neutral,negative
1561753264558841865,negative,positive,neutral
1561741535808569346,positive,negative,negative
1561728715557593089,neutral,negative,negative
1561643232383172608,neutral,neutral,negative
1561528263599693824,negative,negative,neutral
1561493997297737731,negative,negative,neutral
1561459917957087232,negative,neutral,negative
1561294937857073152,neutral,neutral,neutral
1561447562959355904,neutral,neutral,positive
1561409401776443400,negative,negative,negative
1561396558150926336,negative,negative,negative
1561322356659916802,negative,negative,negative
1561317668757577729,neutral,neutral,neutral
1561290538598469632,negative,negative,negative
1561170875222790144,negative,neutral,negative
1561120353203757056,negative,negative,negative
1561120212342247424,negative,neutral,negative
1561102138838695936,neutral,neutral,negative
1561064644118183938,negative,negative,negative
1561045646450327552,negative,negative,neutral
1561039767348846593,negative,negative,negative
1561014872992800769,negative,negative,negative
1560983344204103681,negative,neutral,positive
1560964853359120387,negative,negative,negative
1560924269235814400,neutral,neutral,negative
1560836369827627013,neutral,neutral,negative
1560759059720146946,positive,positive,negative
1560748225652457475,neutral,neutral,neutral
1560730072532795395,negative,negative,neutral
1560725303361675266,negative,negative,negative
1560721657781698562,negative,negative,positive
1560639602846617601,neutral,neutral,negative
1560634704499544065,negative,positive,negative
1560399135844483074,negative,negative,negative
1560397177633095680,negative,negative,negative
1560362711082586113,positive,neutral,neutral
1560333052806578180,negative,neutral,neutral
1560286336661200896,neutral,neutral,neutral
1560266521699811338,negative,negative,negative
1560242344405999620,negative,positive,positive
1560239174095101953,negative,neutral,negative
1560234209209360385,negative,negative,negative
1560232003869483009,negative,negative,negative
1560231661199147008,negative,neutral,neutral
1560035541948710913,negative,negative,negative
1560029180552790017,negative,positive,neutral
1560026274009055233,negative,negative,neutral
1560019184095993858,negative,negative,neutral
1559989962795360257,negative,negative,neutral
1559988993105825794,negative,neutral,negative
1559985213991690240,negative,negative,negative
1559956364549656578,negative,neutral,neutral
1559917248885805058,neutral,neutral,negative
1559908414830034944,negative,neutral,negative
1559898281257345024,negative,neutral,neutral
1559863578185924609,neutral,neutral,neutral
1559859924632477697,negative,neutral,neutral
1559843509632393216,negative,neutral,neutral
1559830814942236672,negative,negative,negative
1559782138777636866,negative,negative,positive
1559685411823288323,neutral,neutral,neutral
1559644381212188672,neutral,neutral,neutral
1559560995575676929,negative,negative,neutral
1559544761173905411,positive,neutral,neutral
1559320529294835712,neutral,neutral,neutral
1559299484139622402,negative,neutral,neutral
1563522751667015681,negative,negative,positive
1563502313901150208,negative,negative,positive
1563453998874501121,negative,negative,positive
1555202575909142528,negative,negative,negative
1563185665562423299,negative,negative,negative
1563126780352901121,negative,negative,negative
1563126718168461313,negative,negative,negative
1562971360338804737,negative,negative,negative
1562901781041987586,negative,negative,negative
1562783962015354882,negative,negative,negative
1562781330890317825,positive,negative,positive
1562769920617680896,negative,negative,negative
1562768851044933633,negative,negative,negative
1562764585077092352,negative,negative,negative
1562538145526476801,negative,negative,negative
1562535412627042305,negative,negative,positive
1562523145130905600,negative,negative,positive
1562512425802276865,negative,negative,positive
1562191618140405765,negative,negative,positive
1562180757476483072,negative,negative,positive
1562174688490561536,negative,negative,positive
1562123414508281856,negative,negative,positive
1562133601134706690,negative,negative,negative
1562088734807531521,positive,negative,positive
1562086548295884800,negative,negative,positive
1561629280244752386,negative,negative,negative
1561858759357513728,negative,negative,negative
1561837958155698178,negative,negative,negative
1561735556991795200,negative,negative,negative
1561709253202792450,negative,negative,negative
1561346152137719808,negative,negative,positive
1561255642177982466,negative,negative,positive
1531053835350855686,positive,negative,negative
1561127116237840384,negative,negative,positive
1561059425091305474,negative,negative,positive
1560784731972804609,negative,negative,negative
1560357853248032769,negative,negative,positive
1560254080865472515,negative,negative,positive
1560169571713224704,negative,negative,positive
1563517750320185344,negative,negative,positive
1563506554753544194,negative,negative,positive
1563495146137976833,negative,negative,positive
1563473100175392776,negative,negative,positive
1563466535737339907,negative,negative,positive
1563456314185240576,negative,negative,negative
1563424940786823171,negative,negative,positive
1563418446251331584,negative,negative,negative
1563298920973082625,negative,negative,negative
1563249941132165127,negative,negative,negative
1563209642964307968,negative,negative,negative
1563123350670811137,negative,negative,negative
1563093933219262468,negative,negative,positive
1563065806485061632,negative,negative,negative
1562990191484157952,negative,negative,positive
1562960421069684739,negative,negative,positive
1562957366550999040,negative,negative,positive
1562821804716003329,negative,negative,positive
1562804908172406785,negative,negative,positive
1562750957057761285,negative,negative,positive
1562539741970501635,negative,negative,positive
1562536096315359234,negative,negative,positive
1562533418814287875,negative,negative,negative
1562526054816051201,negative,negative,negative
1562521604072275968,negative,negative,negative
1562391846290063360,negative,negative,negative
1562365602622316544,negative,negative,negative
1562190560986730496,negative,negative,positive
1562165004996050944,negative,negative,positive
1562149534649794560,negative,negative,negative
1562141019302404097,negative,negative,negative
1562031159370022912,negative,negative,positive
1561689488933404673,negative,negative,negative
1561665703517868032,negative,negative,negative
1561472374444367877,positive,negative,negative
1561433549550534657,negative,negative,positive
1561212308508086272,negative,negative,negative
1561123588807213062,negative,negative,positive
1561112272377974784,negative,negative,negative
1561099947675492352,negative,negative,negative
1561082925541691401,negative,negative,positive
1561053865788702721,negative,negative,positive
1561018532732739585,negative,negative,negative
1560949956948672514,negative,negative,positive
1560460956278423554,negative,negative,positive
1560380449498734594,negative,negative,positive
1560308789819088898,negative,negative,positive
1563436277118054401,negative,negative,negative
1563403094712791040,negative,neutral,neutral
1563361692712861700,negative,negative,negative
1563298473948360704,negative,negative,positive
1563270254515458048,negative,negative,negative
1563207103992700928,negative,negative,negative
1563203608492904449,negative,negative,positive
1563196148864929792,negative,negative,negative
1563125374024052736,negative,neutral,negative
1563123632486096897,neutral,negative,negative
1562953256120512512,negative,negative,negative
1562908090629910528,negative,neutral,negative
1562891141975945220,negative,neutral,positive
1562798874796126211,positive,neutral,positive
1562791913039679488,negative,neutral,positive
1562770978614439939,neutral,neutral,neutral
1562744772531736576,negative,negative,neutral
1562543609022361600,negative,negative,negative
1562382259587616768,negative,negative,negative
1562381826131460096,negative,negative,negative
1562361760866336768,negative,neutral,negative
1562196476851171329,negative,negative,negative
1562103198915170307,negative,negative,negative
1562076578447872000,neutral,neutral,neutral
1561878492245102598,negative,negative,positive
1561765136964141057,negative,negative,neutral
1561740323197526017,neutral,neutral,neutral
1561589390371086336,negative,negative,positive
1561479314725814272,negative,positive,neutral
1561456700858810369,positive,positive,positive
1561427896668921856,negative,negative,positive
1561378538137260032,negative,negative,negative
1561371100306554881,negative,neutral,neutral
1561360694985035776,negative,neutral,positive
1561343074692890626,negative,neutral,neutral
1560388348618964997,negative,negative,negative
1560995883860344833,neutral,neutral,positive
1560974578293379072,positive,neutral,neutral
1560746744610455552,negative,negative,neutral
1560704232717697025,negative,negative,negative
1560613765905006594,negative,negative,negative
1560364553476755458,negative,neutral,negative
1560541597170794496,neutral,neutral,neutral
1560455578119557120,negative,negative,negative
1560384928080076801,neutral,neutral,neutral
1560384712484552705,negative,neutral,negative
1560264875586506753,negative,neutral,neutral
1560264638092439560,negative,neutral,neutral
1560192370355888130,negative,negative,neutral
1563548913566908416,negative,neutral,neutral
1563546775969210371,negative,neutral,positive
1563543201616605185,negative,negative,neutral
1563543125628313602,positive,positive,positive
1563539342769139713,positive,neutral,positive
1563538009416351746,negative,neutral,positive
1563527017651634177,negative,neutral,neutral
1563526683973779457,negative,negative,negative
1563522546628063234,negative,negative,neutral
1563522043278422016,negative,negative,neutral
1563519373830426626,negative,neutral,negative
1563515485680910336,negative,negative,neutral
1563514877175820288,negative,negative,neutral
1563502169453502464,negative,negative,positive
1563496295796715521,positive,positive,positive
1563478773961740289,positive,neutral,positive
1563490064130535426,neutral,neutral,neutral
1563488832406036481,neutral,neutral,neutral
1563479371456790528,positive,negative,neutral
1563276143662612481,positive,positive,neutral
1563455628529377280,positive,positive,positive
1563450855239856130,positive,positive,positive
1563444836501716996,negative,negative,negative
1563415838840856577,negative,negative,negative
1563335089777389571,negative,negative,negative
1563319633687752705,neutral,neutral,neutral
1563301408237309955,positive,neutral,positive
1563294330328334336,neutral,neutral,neutral
1563294181317279752,negative,neutral,neutral
1563293145315454976,positive,neutral,positive
1563291720275468289,neutral,neutral,neutral
1563282721501495296,negative,neutral,neutral
1563272782741311490,positive,neutral,positive
1563271465226895361,positive,neutral,neutral
1563268690761506816,neutral,neutral,neutral
1563263400431341569,negative,negative,neutral
1563253907996168194,negative,negative,neutral
1563253090962538497,negative,neutral,neutral
1563246599023001602,negative,negative,negative
1563236033709281280,positive,positive,positive
1563227137456603136,negative,negative,neutral
1562896508462063616,negative,negative,negative
1563222201616449536,negative,neutral,positive
1563220608942772228,negative,negative,positive
1563199081555456000,positive,neutral,neutral
1563186839749402625,positive,positive,positive
1563173945561739266,negative,negative,positive
1563171446142418944,negative,negative,positive
1563162263024193537,negative,negative,positive
1563149153794158592,negative,neutral,positive
1563131885248991233,positive,positive,neutral
1563121620486565888,negative,positive,positive
1563119571824824320,negative,positive,neutral
1563110016139137024,negative,negative,positive
1563105797919240195,negative,negative,neutral
1563076889740136449,negative,negative,positive
1563076672571977728,negative,negative,positive
1563042488184496128,positive,positive,positive
1562960900096593921,negative,positive,positive
1562955446725488641,positive,negative,positive
1562949703997632514,neutral,neutral,neutral
1562940517448843270,positive,negative,neutral
1562932973510565889,positive,neutral,positive
1562927010934128640,positive,neutral,positive
1562924795699859457,negative,neutral,negative
1562924588056600576,neutral,neutral,positive
1562913664302448643,positive,negative,neutral
1562912482871713792,neutral,neutral,neutral
1562912389300768769,positive,negative,positive
1562898336436613120,positive,neutral,positive
1562897445948104704,neutral,neutral,neutral
1562847386912796677,negative,negative,negative
1562841907671097347,negative,negative,negative
1562833842611687424,positive,negative,neutral
1562832927607599104,negative,negative,negative
1562807285004783618,negative,negative,negative
1562804343769669632,negative,positive,negative
1562794349821566976,negative,positive,positive
1562772463037005824,negative,negative,negative
1562765480775262210,negative,negative,neutral
1562763814478565378,positive,positive,positive
1562759291349569537,positive,neutral,positive
1562756742823706626,positive,positive,positive
1562756551139819526,positive,neutral,positive
1562755237898641408,positive,positive,positive
1562752517750280193,negative,negative,positive
1562733747891421185,negative,negative,negative
1562722066746355712,positive,negative,negative
1562695415803236352,positive,negative,negative
1562603816125472770,positive,negative,positive
1562595841411809280,negative,positive,positive
1562567374167240704,positive,positive,positive
1562564602293981184,neutral,neutral,neutral
1562564229793988610,negative,negative,negative
1562563119272333312,positive,positive,positive
1562558863848529920,positive,negative,positive
1562558738586025984,positive,positive,positive
1562556940034928641,negative,negative,neutral
1562528522559963138,negative,positive,positive
1562527046932127745,positive,neutral,neutral
1562525989220929536,positive,positive,neutral
1562525839928934402,positive,negative,positive
1562484231385022464,negative,negative,positive
1562482083196391425,positive,neutral,neutral
1562475652665978891,negative,negative,positive
1562467647710953472,negative,negative,negative
1562454213137158145,negative,negative,negative
1562448007496626176,negative,negative,negative
1562447376648118274,negative,negative,negative
1562442520897867776,negative,neutral,neutral
1562438079062806529,positive,neutral,positive
1562437850984955904,negative,negative,negative
1562422040916766720,positive,positive,positive
1562422524092493829,negative,negative,positive
1562417718120390656,negative,negative,positive
1562397949253935105,positive,positive,neutral
1562395615543320577,negative,negative,negative
1562393028429578240,positive,positive,neutral
1562391579792384000,negative,neutral,neutral
1562389897008525314,negative,neutral,neutral
1562385506243158016,positive,neutral,positive
1562384588953251842,negative,positive,neutral
1562380163807068160,positive,positive,neutral
1562379735669276672,neutral,neutral,neutral
1562374962522034176,negative,negative,positive
1562086904602001408,negative,negative,negative
1562227282609152006,negative,negative,negative
1562215064463151104,negative,neutral,neutral
1562209292916297728,negative,positive,positive
1562205708510269440,negative,neutral,negative
1562202402337333249,negative,negative,neutral
1562196218142662656,positive,positive,neutral
1562186942992760832,negative,neutral,neutral
1562166904487399425,negative,neutral,neutral
1562157026993750016,negative,positive,neutral
1562155831306641408,negative,neutral,positive
1562152654972895233,negative,positive,neutral
1562150775622713346,negative,positive,positive
1562126338047238144,negative,negative,negative
1562122509503418370,positive,positive,neutral
1562118439073898497,positive,neutral,positive
1562117806681772038,neutral,neutral,neutral
1560617698056278019,positive,positive,positive
1562100375632711681,negative,positive,positive
1562099548935299072,neutral,neutral,neutral
1562094351530053632,negative,negative,negative
1562087908584181762,negative,negative,negative
1562086206992777217,positive,positive,negative
1561813930577739776,positive,positive,negative
1562079838072180736,negative,positive,negative
1562072091804966913,negative,neutral,positive
1562068117089669120,positive,positive,positive
1562058299477999617,positive,neutral,neutral
1562057285085675521,negative,negative,negative
1562050156949815296,negative,negative,positive
1562043353100845057,positive,neutral,neutral
1562012908522987520,negative,neutral,positive
1561916972375457792,negative,neutral,neutral
1561915577878384640,positive,negative,positive
1561870729074851840,positive,positive,positive
1561862230609694721,positive,positive,positive
1561858926605438976,positive,positive,neutral
1561850714518847490,negative,neutral,neutral
1561839562506346497,negative,negative,neutral
1561830569289433090,negative,positive,positive
1561830192414326788,negative,positive,positive
1561813335120744449,positive,positive,positive
1561808547922444288,negative,negative,neutral
1561801312249040896,negative,negative,neutral
1561789885027155969,positive,positive,positive
1561784796782776320,neutral,neutral,neutral
1561782248491388935,negative,negative,negative
1561777127636303877,positive,positive,positive
1561776818843254787,negative,negative,positive
1561775859685531650,positive,neutral,positive
1561770713975062529,neutral,neutral,neutral
1561749783613788162,negative,negative,neutral
1561767940034367488,positive,negative,negative
1561766180016345089,negative,negative,neutral
1561761125255024640,negative,negative,positive
1561756968368218112,negative,negative,positive
1561756783751954432,negative,negative,neutral
1561755633157898240,negative,negative,negative
1561748707573391361,negative,positive,positive
1561743805962911744,negative,negative,negative
1561728136429068291,negative,negative,neutral
1561716860516802560,negative,neutral,positive
1561711433037012994,negative,negative,negative
1561706054039240706,negative,negative,negative
1552314473431666689,positive,neutral,neutral
1561687982586953728,positive,positive,positive
1561676756288999424,negative,positive,positive
1561674240214142977,negative,negative,neutral
1561657664089776130,negative,negative,negative
1561461135986941952,negative,negative,negative
1561655380001841154,negative,neutral,positive
1561535909077651456,negative,negative,negative
1561626008540823554,negative,neutral,neutral
1561597125544316929,negative,neutral,negative
1561498191534723072,negative,negative,negative
1561495041511768064,positive,neutral,positive
1561488207488884739,positive,negative,positive
1561485711462879233,positive,negative,neutral
1561477237840527360,positive,positive,positive
1561473306280472576,positive,positive,positive
1561471065477599235,positive,positive,positive
1561463938465816578,negative,negative,negative
1561462370165219328,negative,negative,neutral
1561462303823958017,negative,negative,positive
1561461548752994304,negative,negative,neutral
1561451692432003078,negative,negative,neutral
1561439843355344898,positive,positive,positive
1561439639294169090,negative,negative,neutral
1561439391079436291,positive,positive,positive
1561432081753903104,negative,negative,negative
1561431650709508096,neutral,neutral,positive
1561431191663681536,positive,positive,positive
1561426145442238464,negative,negative,negative
1561423375863615490,negative,neutral,neutral
1561407838794268672,negative,positive,positive
1561405608443744258,negative,neutral,neutral
1561386863486812161,neutral,neutral,neutral
1561381143089451009,positive,positive,positive
1561358809741901825,positive,neutral,neutral
1561352369731997699,negative,neutral,negative
1561347889477058560,positive,neutral,neutral
1561340827053481985,positive,neutral,positive
1561329153022074880,negative,positive,neutral
1561328718223757313,negative,neutral,neutral
1561295038960869377,negative,neutral,neutral
1561276315935952898,negative,neutral,positive
1561137055920537600,positive,positive,positive
1561136776055595015,negative,neutral,neutral
1561129642198765568,negative,negative,neutral
1561122359440019456,positive,neutral,neutral
1561122008095768582,negative,neutral,neutral
1561113869887705091,negative,neutral,neutral
1561102783989923841,negative,neutral,neutral
1561100440841981953,positive,positive,positive
1561096972190326784,positive,neutral,positive
1561090928215040004,negative,neutral,neutral
1561085585858723845,negative,negative,neutral
1561080858185965568,neutral,negative,neutral
1561075729546240001,negative,negative,negative
1561074106690424834,negative,positive,positive
1561059929678643201,positive,positive,positive
1561058964758040576,negative,negative,negative
1561054445047549952,negative,neutral,neutral
1561024550023864321,negative,negative,negative
1561007655845519362,negative,negative,neutral
1561001837758623744,positive,neutral,positive
1560985934774128641,positive,positive,neutral
1560984068816359425,positive,neutral,positive
1560978727730909184,positive,neutral,positive
1560977809991933953,negative,positive,neutral
1228712227479474179,positive,neutral,neutral
1560971965883637760,positive,positive,positive
1560970795693785088,positive,positive,positive
1560937591771463682,positive,positive,positive
1560928688971063296,negative,neutral,neutral
1560926983848165377,positive,positive,positive
1560923330802290692,positive,negative,positive
1560876360012337165,positive,positive,positive
1560784090835599362,negative,positive,positive
1560777846553034757,positive,negative,neutral
1560773152980049923,negative,negative,positive
1560755462286491649,positive,negative,neutral
1560753530792730625,positive,negative,negative
1560746146745942016,positive,negative,negative
1560735303790342144,positive,positive,positive
1560734715614703616,negative,negative,neutral
1560726630137569281,positive,positive,positive
1560715968866881536,positive,positive,positive
1560713117448945664,positive,positive,positive
1560711618723471361,positive,neutral,neutral
1560700652606693376,negative,neutral,neutral
1560690316147101697,positive,positive,negative
1560675809148678145,positive,neutral,neutral
1560646654864175104,negative,neutral,neutral
1560644362475778049,positive,positive,positive
1560625249921761280,negative,negative,negative
1560623920000417792,positive,neutral,neutral
1560614364989628417,positive,negative,neutral
1560611761153142786,positive,neutral,positive
1560606631632801793,positive,neutral,positive
1560589664095911936,negative,neutral,neutral
1560579400395022336,negative,negative,positive
1560578953928220673,negative,neutral,neutral
1560556752823029760,negative,negative,neutral
1560282757670002688,negative,negative,neutral
1560534435925221377,negative,positive,neutral
1560479290847789056,positive,neutral,neutral
1560466869026697219,negative,negative,neutral
1560422887223336960,negative,negative,negative
1560421409545125888,negative,negative,positive
1560417055379279873,negative,negative,positive
1560409954430894082,positive,neutral,neutral
1560408485988372480,positive,neutral,neutral
1560406538333917185,positive,neutral,neutral
1560405508326100992,negative,negative,negative
1560399858451861505,positive,positive,positive
1560397827905298434,negative,neutral,negative
1560393199914459137,negative,negative,negative
1560389740049858562,negative,negative,negative
1560381841970020352,positive,neutral,negative
1560378267865169923,negative,positive,positive
1560375632047087616,negative,positive,neutral
1560354845202284547,negative,positive,neutral
1560333472841043980,positive,positive,positive
1560326834981593088,negative,negative,neutral
1560318530356232194,neutral,neutral,neutral
1560305365018984450,positive,negative,negative
1560300265932468224,positive,negative,negative
1560293098395258881,negative,negative,positive
1560260519453343745,negative,negative,neutral
1560282757670002688,negative,negative,positive
1560280116898713600,negative,negative,neutral
1560271190622474243,negative,positive,negative
1560270792536993792,negative,negative,neutral
1560269553443123200,negative,negative,negative
1560260059581427712,positive,neutral,positive
1560259305063952384,negative,negative,negative
1560245778899140608,negative,negative,negative
1560245072612007936,negative,negative,negative
1560237932388261888,negative,negative,negative
1560237726674419713,negative,negative,neutral
1560215247478308869,negative,negative,negative
1560211007930253313,negative,negative,neutral
1560209299846139904,negative,neutral,neutral
1560204089107091456,negative,negative,negative
1560190322843570177,negative,positive,negative
