ID	before	label
hau_train_01490	@user Agaskiya Mu yan Nigeria Ana Matukar Raina mana Hankali... Ai koh kirge ake koya mana da wannan Kare-karen yawan masu CORONA a Nigeria, Ai yaci Ace kowa ya mallaki kwalin degree a lisaafin Na kirge...😣😡	negative
hau_train_01491	@user dagaske tsarin ki na yan rawa ne kawai? Kuma fa kinyi kama da Priyanka 😁😁😁😁😁.. Allah ya jiqan Chairman https://t.co/qg0oOS72JR	positive
hau_train_01492	@user Ga baki ga hanci😂😂 wai!!! Kyawu iya kyawu😂😂😂	positive
hau_train_01493	@user Allah ya isa domin ba za mu yafe irin taaddancin da boko haram ke yi ba a fadin Nigeria da ma Africa baki daya...Ya Allah muna tuwassali da kyawawan ayyukan mu da karka bar mu da dubarar mu ko wayon mu😭🤲 ya Rabbiey ka kawo mana dauki🤲😭	positive
hau_train_01494	@user @user Navi farin jini da gudu😎	negative
hau_train_01495	@user Allah ubangiji yakara mishi lafiya😢😔	positive
hau_train_01496	@user Allah ya karama Sarki lafia ✊🏾	positive
hau_train_01497	@user Ina karya ne bazai yiwu ba😂😂😂	negative
hau_train_01498	@user Allah Yasa Yafito Acikin Sa a my Gida Adam A.Zango the Ameen Summa Ameen By Real Yahaya Muhd From Saudi Arabia Riyadh Tnx😉😀	positive
hau_train_01499	@user @user Wato bakano harda dabbobi sai ya yaudara Gaba dai gaba dai kanawa, ko da me kazo an fika 😂😂😂😂😂	negative
hau_train_01500	@user Ae zamance ba'a addinance ba basu da laifin komai tunda sun ga har ƴan maɗigo da luwaɗi suma sun fito fili suna neman a basu ƴanci yin abin da suke so kuma wasu manyan ƙasashe sun nuna suna goyon bayansu 100%....😭	negative
hau_train_01501	@user Dakyau Khadimul Islam😂😂😂	positive
hau_train_01502	@user @user Shashan cin banza kawai, wallahi wannan tsan tsan raini ne, a bugi mutum kuma a koma gefe guda anai masa dariya, Allah ya'isa kan ta farko ma dakayi 😭😭😭	negative
hau_train_01503	@user Karya suke babu abin daza su binkita😡😡😡	negative
hau_train_01504	@user Ameen idan da gsky kake 😎😎😎	positive
hau_train_01505	@user Ai sun ragargazu💔😅	negative
hau_train_01506	@user Zan Nima tuba daga Allah. Allah ya femun zubaina😭😭😭 da naiu baki daya. Amin ya Allah. No Mai laifine ka yafemun🤲🏾 biRahmatika Ya Arhamar Rahimin	positive
hau_train_01507	@user @user 😂😂😂😂ai sai dai yan gulma	negative
hau_train_01508	@user To kaji! Kaga he kai magana ta sotsial natwurk 🤣🤣🤣🤣🤣	neutral
hau_train_01509	@user amma da ba sun ce sun kashe shi ba,😐	negative
hau_train_01510	@user dan baza ayi rawa ba shi yasa you won't be protesting... Jakin banza 😂😂😭😭😭	negative
hau_train_01511	@user Kudi a kashe shi ta hanya mai kyau😂	positive
hau_train_01512	@user Naji maganganun da akace kayi, indai hakane toh Allah sawaqe 😌	positive
hau_train_01513	@user Saboda ana zargin cewa shawararsa ake amfani da ita wajen mulkar kasar kuma yana da karfin fada aji a gwamnatin Buhari wanda anawa tunanin babu wani chief of staff daya taba samun wannan power din kamarshi 🤔	neutral
hau_train_01514	@user Alhamdulillah. Nigeria ma baza’a gani ba 😂🤣💃💃💃	positive
hau_train_01515	@user Aya wannan abu yayi😀	positive
hau_train_01516	@user Nabi riga kafi da gudu ba wando🏃‍♂️🏃‍♂️	negative
hau_train_01517	@user Bazadai kubashi kudin nan ba kenan🤔, Allah kawo mana karshen Covic-19	positive
hau_train_01518	@user @user @user @user @user @user Gsky Rahama Kinsan Series wollah😀	neutral
hau_train_01519	@user Gomnoni dai anji kunya, gomnan maiduguri Allah ya shayar dashi ruwan Alqausar🙏 Adamawa dai Gobe insha Allah gomna fintiri zai shiga gida gida don kwaso Kagan abincin da akayi warwaso😃 Allah ka rabamu da zucciyan talauci🙏	positive
hau_train_01520	@user Fadar mai kokarin ruguzata dakainai 😌	negative
hau_train_01521	@user Aminu kano ya riga ya tafi da mukullin ba wata prp😂	neutral
hau_train_01522	@user Mai yasa MATA sukeyin shafe shafe don sauyaa launin fuskarsu🙄	neutral
hau_train_01523	@user Alhamdulillah Masha Allah Barakallahu feek, Allah Yakara mana son kur'ani Allah yabamu Ikon aiki dashi, Yakara mana son Annabi Muhammadu (S.A.W)💗💗🙏	positive
hau_train_01524	@user Iya ruwa fidda kai 😅....kowa ya iya allonsa sai ya wanke ai...kowa tasa ta fishshe shi 😅	neutral
hau_train_01525	@user Wannan da gani bashi da wayo🤭	negative
hau_train_01526	@user Inna lillahi wa inna ilaihi raji'un. Again kuma dai...Allah kai kasan dalili Allah mun tuba Allah ka takaita wadan nan masifu da ka jarrabi kasar mu da su😭😭	positive
hau_train_01527	@user Ga su nan kam da yawa, har da mai neman number Ibrahim Rabo here on twitter. Abin kunya 😡	negative
hau_train_01528	@user Muma Buhari zai gwada mana😋	neutral
hau_train_01529	@user Dan Allah afada mun🤔🤭 ko zeyi mun maganin wata tsohuwar soyayya	neutral
hau_train_01530	@user Zaria kowa kwarto 😅	negative
hau_train_01531	@user Karyar banza ni nasan da a china ne da yanzu ka zama tarihi ai kai yakamata a fara harbewa kafin azo kan barayin akwati 😂😂😂	negative
hau_train_01532	@user @user Wata miya sai a makwabta! #Nancy🥰	neutral
hau_train_01533	@user Shikenan yanzu mun daina jin dan kanoma 😂😂	neutral
hau_train_01534	@user @user Mu munce 29 za'ayi musu mari, ko kuma asa chacha 😎	neutral
hau_train_01535	@user Nabi bakwae da gudu ba wando 😠😠	negative
hau_train_01536	@user Yau kam @user da gaske kike wajen spending weekend dinki 🤣🤣🤣	neutral
hau_train_01537	@user Kawai ya naimi wani zaifi mata because the Champion is no more champion 🤣🤣🤣	neutral
hau_train_01538	@user Allah sarki ☹️ wata miyar sai a makwabta. Kasa ta ko sai yaushe oho!	neutral
hau_train_01539	@user Watamiyar sai a, makwabta.👇👇 Aiki ga babanka, dogo dan borno, jamuje, zuwa 2023, mugani. 🙏🏼	neutral
hau_train_01540	@user Idan ya rufe ya jefa mabudin a maliya😏😏😏	neutral
hau_train_01541	@user Alamar bashi da gaskiya kenan mai yasa yake tsoran zuwa ne 😂😂🤣🤣	negative
hau_train_01542	@user Aikin ka yayi kyau gandun aiki 👍👍👍	positive
hau_train_01543	@user 😭😭😭 Allah Sarki Ubangiji Allah Ya gafarta wa abokina da sauran waɗanda suka mutu acikin wannan haɗarin	positive
hau_train_01544	@user Zaman gida yasa mun fara hira da aljanu gashi wasu har sun fara koyar yaren su😎	negative
hau_train_01545	@user Allah ya tayaShiri ko AMEEEN 🤲🤲	positive
hau_train_01546	@user Idan masu sulhun sun tashi suje da Dollars sulhun zaifi yiyuwa ko kuma su bawa gwaggo Dollars din sai ta umarce shi da yabar maganar🤣🤣🤣	negative
hau_train_01547	@user Big Mahn Iyawa ne da farin jini🙏🏻	positive
hau_train_01548	@user Yanxu na wasa suke .Sesunyi karo da bakin bundiga xasuy na gasken🤣😂	neutral
hau_train_01549	@user Yanxu baba tafiya zakayi kabar mu acikin wannan mugun halin 😣😣😣	negative
hau_train_01550	@user Allah ka sauwake 😴 kowa yayi abinda yaga dama 👌	negative
hau_train_01551	@user Kai Masha Allah wasa farin girki wlh na jiya yafi duk sauran haduwa 🤩💯	positive
hau_train_01552	@user Haba! Rahama babu daraja fa 🤠	negative
hau_train_01553	@user Zaman gida ya karu kenan😃	neutral
hau_train_01554	@user @user @user @user @user @user @user @user 😂😂😂 toh Oga Director , muna ma fatan alkhairi, ba mamaki gayyatar na nan tafe	positive
hau_train_01555	@user Antake wasa muna ta kalla dai yanzo haka ma lam🙏🙏🙏	neutral
hau_train_01556	@user Wai su sharri kawai suke nema da mu ko kuma ya ga America can sai mutuwa suke amma mu kadai suka sa ma ido munafukai kawaii 😡😠	negative
hau_train_01557	@user Yana kan jin dadin bana😄😄	positive
hau_train_01558	@user Kina jin haushin abinda suka ma Nigeria ne ???😂😂😂	negative
hau_train_01559	@user Idan wannan ya fadi ai tashi zai masa wuya... 😂	negative
hau_train_01560	@user 😁Yan kama guri zauna kenan! To Amma turawan nan dan hauka sai su hana yan adam mafaka, da sunan bakin Hauresaboda kawai yan Africa ne sun bar birrai suna sakalci.	negative
hau_train_01561	@user Qaryane wannan ba dan makaranta daya(1)da ake ciyarwa kawai dai wata hanya ne na sace kudin qasarmu🙅	negative
hau_train_01562	@user @user @user @user @user @user @user @user Lafiya kalau sir, Ya hanya kuma, Allah ya sauke ku lafia. Muna saurare dai 😁	positive
hau_train_01563	@user Allah yaja kwana yallaboi🙏	positive
hau_train_01564	@user Alhamdulillah daga farko zuwa yanzu muna cikin koshin lafia sai dai matsalan rashin kuzarin ibada mussaman da Rana don zafin yanayin Muna fatan Allah ya sauwaka mana sauran kwanakin Allah ya sa Muna cikin entantun bayi Ameen 🙏 ya hayyu ya qayyum. Ramadan Mubarak	positive
hau_train_01565	@user Barcelone asha wuta😂😂😂	negative
hau_train_01566	@user Takardar Shiga wuta CE ba bidia ba😠😠	negative
hau_train_01567	@user Nan Gaba kiyi Da robar Awara zai zaburar da mata kwarai wajen fara Sana’a🧕😊	positive
hau_train_01568	@user Sarki mai ""Zabari"" da ""qugiya"" Allah ya kyautata makwanci🙏	positive
hau_train_01569	@user Ba karfe 4:30 da rabi bane 😏	neutral
hau_train_01570	@user Allah shi sa kat a bari da bura'uba duk kumbi kasa kun chakuda wakkawo wagga ta'asa ba gwamnatin kuba? Dun Allah? Muna zaman zaman mu matsala guda agga Najeriya kunka taho kunka sa addini cikin siyasa kunka kasa wanga bawan Allah @user yanzu ga inda kunka kaimu nan😭😭	negative
hau_train_01571	@user Yanxu fa anfara wasa da kwakwalwal talaka kenan...🤔😀	negative
hau_train_01572	@user Allah y kawo karshen su🤲🤲🤲🤲	positive
hau_train_01573	@user tunda anyi mati a zazzau muna jiran lado a kano shims😜😜😜	neutral
hau_train_01574	@user BBC naga take taken ku anya kuma ba yan gandujia banne??🤨🤔	negative
hau_train_01575	@user Kai ai gaskiya Dadin kowa yayi kyau sosai Wllh yasamu inshadi sosai wllh 😂🤣😅	positive
hau_train_01576	@user a biya ma kowa kudin jirgi kawai a chashe a dubai😂😂😂	neutral
hau_train_01577	@user Sai kafito Takara daga nan zaka gane kafi @user an fani 😂😂😂	neutral
hau_train_01578	@user Ta yaya za'ayi inzama mai ilimi?😭😭 Wallahi ya burgeni sosai, Mitewwww Wagga rayuwa akwai matsala yadace ace mutum ya yafe duniya ya koma ga Zalla domin samun rabo mai tsoka duniya da lahira🤦‍♂️🤦‍♂️	negative
hau_train_01579	@user Enhar aka hadashi d malamai yakasa sunada hurumin hanashi ai🤷‍♂️🤷‍♂️	neutral
hau_train_01580	@user Da buharin da atikun da kwankwason dasu taran marokan mawakan daku bbc din duk kunci sa'a bana zagi dana sai na dura muku ashar 'yan rainin wayo kawai 😠	negative
hau_train_01581	@user Zamu lababa (Barca) muci kofin laliga ba tare da Shan duka Daga wurin ko wace kungiyar kwallon kafa ba. 💪🏼	neutral
hau_train_01582	@user Sai kuma muga mai fitar dasu bah, tunda su ba 'yan Najeriya bane! 🤔🙄	neutral
hau_train_01583	@user Kullum ba abin daya damu al'umma akeba😏	negative
hau_train_01584	@user @user Allah yasa karshen sune yazo🤲🙏	positive
hau_train_01585	@user Wuju wuju dan musa yasin sun firgita 🤣😂🛑💪🏽	positive
hau_train_01586	@user 🤣🤣🤣, kaji Dan reni hankallin hmm to wakake tambaya annan, Kaida ba abaka shawarra, kadauka, Dan reni wayau,	negative
hau_train_01587	@user Ai da ya nemi Majilisar Jiha toh😃	neutral
hau_train_01588	@user wlhy matukar ba goggo matarsa ya nada ba be cika shege ba ..... ido idonsa se yanke masa malolonsa👌	negative
hau_train_01589	@user Tashin parko Kare yapi mota gudu good bye trump 😀😀	neutral
hau_train_01590	@user Munanan idan ta shirya 💕	neutral
hau_train_01591	@user 😁😁😁😁 wannan da saura sai ya kawo world Cup🌎🏆 gida tukunna insha allah	positive
hau_train_01592	""@user: BBC Hausa - Dabarar bera ta adana maniyyi don gasa http://t.co/RVqzRBfaCE"" 🎷🎷🎷🎷🎷🎷 wannan ae iskanci ne	negative
hau_train_01593	@user Da ya CE shi shege ne 😂	negative
hau_train_01594	@user @user 😂😂😂😂 @user sun taro match da yan barca.	neutral
hau_train_01595	@user Ahhh kyayi😃 A sai mati a zazzau a sai mati a zazzau😶	neutral
hau_train_01596	@user Yana fallasawa zasu kasheshi🤔	negative
hau_train_01597	@user @user Kutt to wae kuna jiran na gwamnati to muce mi 😥😥 kae ana amsar wuta kasan nan	negative
hau_train_01598	@user lokacin Tana has class may be 😁😁😁	neutral
hau_train_01599	@user @user Shugaban kasa yfara gaisuwan wireless na dole, shegiya Coronavirus😂	negative
hau_train_01600	@user Allah y karama lapia sir 👍🏿	positive
hau_train_01601	@user ....Manjo zai mika mulki 😂	neutral
hau_train_01602	@user Masha allah uban giji allah y kara karemu baki daya🙏🏻🙏	positive
hau_train_01603	@user For the first time in 45years we wake up Without Emir in Zazzau 😭😭😭😭😭😭 Rest on Bauna Saniyar Sake Usumanu na Zazzau. Allah yasa antashi a sa,a Alfarmar Annabi(saw) da Alqur,ani😭😭 https://t.co/yiYJLWCnTg	positive
hau_train_01604	@user assalamu alaikum Ina so nayi amfani da wannan dama domin na Mika sakonta'aziya gareka #Alinuhu bisa reshin mahaifin ka da kayi ubangijin Allah ya baku hakurin juriyan rashin da kukayi na mahaifi da fatan sakona ta isa gareka daga Yola a jihar Adamawa 😭😭😭😢😥😪	positive
hau_train_01605	@user Munanan muna jira Boss💪	neutral
hau_train_01606	@user Sahihancin labarin ganduje👍	neutral
hau_train_01607	@user To ai dama dole yace 10 ne saboda ba dansa a ciki,Allah dai yana sane da makaryata masu neman gindin zama 😏😏😏	negative
hau_train_01608	@user Allah yaji kansa ya kuma gafar tamasa 💔	positive
hau_train_01609	@user @user @user Muna kaunarka kana kinmu😁😁😁😁😁	positive
hau_train_01610	@user To muna jiran samamen muma ai munada kaifin kishin addinin musulunci kuma allah yake karemu ba wani agabansa wannan yaran dayayi wannan abun allah yasa aljannace ma komarsa 😍	positive
hau_train_01611	@user Mutane masu Daraja ❤️🙌🏽	positive
hau_train_01612	@user Allah ya kade fitina yabawa mai gaskiya Saa... Wanda yake kan tafarkin bata Allah ya karkato da Hankalinsa ya dawo kan daidai..🙏	positive
hau_train_01613	@user ‘Yan Ta Adda ☹️	negative
hau_train_01614	@user Babban qalubalenshi shine haduwarsa da Ubangiji.. Zai zo gaban Allah daure cikin chains. Ya tanadi abinda zai kwance kansa😑	negative
hau_train_01615	@user Toh Allah ya rufa asiri, Haka kuma abun yake kasancewa 😟 Dame kuma za’aji, fama da yadda zasuyi, ko aikata zunubi .	positive
hau_train_01616	@user So beautiful cwthrt 💞💞💞, I like u much n much darling 💋💋💋, ina cikin wandon 😂😂😂	positive
hau_train_01617	@user Hahahah naji Amsan nan😆	neutral
hau_train_01618	@user 😭😭😂😭Ya Allah kaine maji rokon bayinka ka kawo mana karshen masifar dake damun arewa da kasashen musulmi baki daya	positive
hau_train_01619	@user To dama yana jin shawarar ne? 😒	neutral
hau_train_01620	@user @user Mukan munga Chinji kala kala tunda yakore mana yunwa a kasa 🤐🤐	negative
hau_train_01621	Cc @user 🌚🚶🏾 “@user: An daidaita tsakanin @user da Adam Zango http://t.co/Nx4wEMUyxh http://t.co/wQgiVrzia3”	neutral
hau_train_01622	@user Allah Sarki Libya, nasan a cike suke da nadama 😡😭😢	positive
hau_train_01623	@user Rahama kizo kano ki bude mana sadous home(restaurant) ace har sai mutum yaje KD sannan, gsky yayi nisa..... Plxxx🙏🙏🙏	positive
hau_train_01624	@user Allah ya tsare. BBC Hausa baku ta6a fadin Alkhairi akan Mutanen West Africa 🙄🙄🙄🙄	negative
hau_train_01625	@user Mufa bamu shirya komawa ba malamai😥😭😭😭🏃🏃🏃	neutral
hau_train_01626	@user Da alama kuraye sun fara yiwa malam yawa 😬	neutral
hau_train_01627	@user Allah sarki ganduje.. Yana ruwa wlhi.. Buhari ya hana kudin.. An hana Sata.😂	negative
hau_train_01628	@user Allah ya amshi iba dunmu🙏🙏🙏	positive
hau_train_01629	@user Sadauz with out make-up 💄Tafi Kyau Ah swear 👌☺️	positive
hau_train_01630	@user Kyautar da ba wanda ya isa ya bawa dan Adam, Sai Allah SWT. Allah (SWT) Mey kowa Mey komi, Ya azurtamu da Samun Sheikh Ja’afar ibn Aliyu AlGombawi🤩.	positive
hau_train_01631	@user Please kar abasu a raba muna kowa ya zauna a gida kawai.😃	neutral
hau_train_01632	@user A gsky abun bakin ciki ne a wajen duk wani dan Nigeria ace duk fadin Africa munfi ko wacce kasa arziki amma ta ko wanne fanni mune koma baya, gsky idan na tuna kasashen da basu kaima arziki ba sun fima ci gaba abun yana sani 😭😭	negative
hau_train_01633	@user Idan kuma akan kayan data sa ney kuma tabar private parts dinta ney a waje or wat just a slit a gaban gown shiney hankalin shegu ya tashi😂😂 tou idan ya damey ku ku neymo chiko ta hoton ko ku bita gida ku dinke	negative
hau_train_01634	@user An sha foundation saura kawai a kawo blocks a fara gini 😂😂	neutral
hau_train_01635	@user Wai Arsenal tayi abun kai 🤣😂🤣	neutral
hau_train_01636	@user Ameeen ya Allah, Allah ya maimaita mana Hajiya ramsy 😁	positive
hau_train_01637	@user Ah dole mu ci nama da yawa saboda an Dade ba'a hadu ba. Kuma mun tanadi flagyl da Anti-diarrhoea 🤣🤣😜	neutral
hau_train_01638	@user Allah Ya karawa wannan Gari Kariya da tsari da albarka. 🙏	positive
hau_train_01639	@user Allah ya jikan Mallam ABBA kyari, BBC bakoda photo Abba kyari shi saidai, sai da kuka hada Dana Aisha 😳😳😳	positive
hau_train_01640	@user Tapp a kaji wata hira🤣🤣🤣	neutral
hau_train_01641	@user Wallahi kar wanda ya kuskura a bashi raigakafin korona Billahillazi, Domin wannan maganin akwai wani masifaffafen asit a cikinsa, Not in #Africa We don't need it😭😭😭😭	negative
hau_train_01642	@user in Allah ya yarda bazaka koma ba🙏🙏🙏	negative
hau_train_01643	@user Chafff. Wannan Answer. Babu ruwana 🕵	neutral
hau_train_01644	@user Allah sarki,amma ko magana akan mutuwarsu ba,ayi saboda su ba mutane bane,Allah ya jikan musulmi😭😭😭	negative
hau_train_01645	@user Wasu yan arewa kenan Jahilci ya mamaye zuqatanmu😭shiyasa nasara bata zuwa mana yakamata a rika girmama celebrities kodan daukakar da Allah yabasu amma mutane koda wasa basa girmamawa suna gani kamar gayan kowace kalan magana ga celerity wani burgewane #Arewaletsunite	negative
hau_train_01646	@user A tauna Tsakuwa domin Aya tayi nadama!👍🏿💪🏿👏	negative
hau_train_01647	@user @user Muma muna Allah wadai da jawa addinmunmu zagi😥😥😥	negative
hau_train_01648	@user @user @user Ya naga suna kallon kauna ne 😂 https://t.co/dR0tUpLBFg	positive
hau_train_01649	@user I want to give you this piece of advice. First of all kinga kedae I’m 💯 sure that baki jiran kudin kowa, to har idan kagane cewa wannan siyasar zata iya taba carrier dinki a wajen sanaarki dangane da masoyanki na pili da na boye, to wlh don’t engage your self a cknt. Inada hujja	positive
hau_train_01650	@user Yawwa mlm falalu ina da tambaya nace hjy tatafi kekan alhaji badamasi bazae maida ita ba 🤣	neutral
hau_train_01651	@user @user Allah ubangiji ya tabbatar da alkhairi 🙏 ya nuna Muna rana	positive
hau_train_01652	@user Kai amman an raina ma talaka wayo wlh, An kasa baka tsaro kuma anzo ana cewa ka daina jin tsoron yan bindiga, ""Kai kaji zancen banza"".🤔🤔	negative
hau_train_01653	@user ....tohm shikuma dan zango daya koma lagos da zama waye zae karasa mana #basajagadaga ..... Abeg help me ask hiim kodae mu cire rai neh kawae😢 @user @user @user @user	neutral
hau_train_01654	@user Hmmmmm na rantse sai munci uban wanan guy in yayi myau kyau 😡😡😡	negative
hau_train_01655	@user @user Biya zakiyi a kawo mun har gida🤣 I don catch big fish🤣🤣🤣	neutral
hau_train_01656	@user Ya harbeshi kawai 😅😅	neutral
hau_train_01657	@user Allah yazada Mana abinda yafi alheri 🤲💯	positive
hau_train_01658	@user Ana yinta a legas 🤣🤣🤣	neutral
hau_train_01659	@user Yaga zaiyi hasara kenan😂😂😂	neutral
hau_train_01660	@user Hmm an maida mulkin kasar ma wasa 🙄	negative
hau_train_01661	@user 😱 Haba My Queen, Yanzu Kuma Man United Kika Koma? 😂	neutral
hau_train_01662	@user @user @user Muna godiya da ziyara sarki Ali Nuhu🙏🙏🙏	positive
hau_train_01663	@user @user First time in history anyi abun Kai 🙄	positive
hau_train_01664	@user @user Allah yahuta gajiya nawan 👍	positive
hau_train_01665	@user Shan alwashin na nawa yayi zancen banza kawai 😡😡😡	negative
hau_train_01666	@user Allah ya karemu baki daya Ameen🙏	positive
hau_train_01667	@user And rahama sadau turn to something else..... basai na fada ba🤣	neutral
hau_train_01668	@user Suzo mu taka rawar kidan general tare 🥁🥁🛢🎙💃🏻💃🏻💃🏻	neutral
hau_train_01669	@user Lallai BABA Yaya kokari tinda ya Alhinanta da wuri ba tare da An dade ba, amma Yan Uwan mu da Yarabawa suka kashe a Kudancin kasar nan sai da aka kusan yin Sati daya sannnan aka tina damu😭	negative
hau_train_01670	@user @user Dabino Dan makka 👌	neutral
hau_train_01671	@user yarnya mekyau kina raina👋	positive
hau_train_01672	@user Allah kanuna mana ƙarshen wannan abu 🤲🏼	positive
hau_train_01673	@user @user Wai shin Mai yasa yayi yake wahalar da mune maza buri son abin duniya ko meyene nakasa ganewa abu😘😘	negative
hau_train_01674	@user We sin a lot 😰 Allah gafarta mana Gabadaya 🙏	positive
hau_train_01675	@user Kaima bakayi musu adalchi ba🤔🤕	negative
hau_train_01676	@user Ya kamata Ramatu wannan ya zama darasi a gareku 👌👌👌🙏	neutral
hau_train_01677	@user @user Kuma sai ace 3,500 fah 🤣	neutral
hau_train_01678	@user @user A Sakamakon dura wani short Videon ku Da Nayi ba tare da IZININ KU BA an sakamin COPYRIGHT STRIKE Har GUDA 2 Dan Allah Ina Rokon ku da ku taimakamin da KU CIREMIN RETRACT COPYRIGHT CLAIM🙏😭, Sunan Channel din DUNIYAR NISHADI TV Wannan Shine Link din https://t.co/cYgXYscGt2	neutral
hau_train_01679	@user Congratulations 🎊 Allah sanya Alkhairi	positive
hau_train_01680	@user (Gorgeous) wayyo Alllah na😍😍	positive
hau_train_01681	@user Yy kyau 😊 sose	positive
hau_train_01682	@user Na nesa kasha sanyi 😊	neutral
hau_train_01683	@user @user ai kune kuke cewa ba'a taba yin Dan ball kamar saba amma ya kasa yiwa kasarsa komai. Maradona yayi saura Messi 😀😀	neutral
hau_train_01684	@user Congrats... When will you release it on DVD 📀, Madam ta dameni nasiyo mata	positive
hau_train_01685	@user 😭😭 Gaskiya wannan abin jajantawane, domin mutane da dama suna amfana da kamfanin @user. Allah ya maida masa da dubunsa. Ameen	positive
hau_train_01686	@user Mutawa mai tonan asiri 💔	negative
hau_train_01687	@user Waya tambeye ku? Giskiya Har yanzu baku waye ba wanan Na iya hadasa rikichi fa! This is not news this is rubbish, tell us who wrote this headlines the person needs to be sacked ✊ @user	negative
hau_train_01688	@user da gaske wai🤔 kodai tsokana kukeyi	neutral
hau_train_01689	@user 🤣🤣😂😂😃wai abun yasamu masu iyayi, uwar gulma tayi cikin shege	negative
hau_train_01690	@user @user Allah muntuba allah mundawo xuwa gareka ya allah kamana tsari da wannan abu ya allah ka nisanta mu da ita ameen 🙏🙏😭😭😭	positive
hau_train_01691	@user Abunda ke faruwa babu dadi ko kadan, Dan Allah Gwamnati Da Shugabannin Dunia Su Shiga Lamarinnan Plz 😫😪😭🙏🙏	negative
hau_train_01692	@user sanzo insiya masa akwai qashi 🦴❓	neutral
hau_train_01693	@user Lallai wannan kyankyansa dayawa take 😂🙄	neutral
hau_train_01694	@user @user Ahh! Half Zan Yarda. An Rage Hanya Ai. 😂😂😂	neutral
hau_train_01695	@user Tazo mujita, kanun labaran kamata yayi yazama ""Ranar Talata za'a ƙaddamar da shirin ɗaukar waɗanda keda uwa a bakin murhu a Najeriya aiki"" inada yaƙinin cewa tsoffin Kurayen da shugaba Buhari ya zagaye kansa dasu a matsayin mataimaka a gwamnatinsa ne kaɗai zasu zaɓi san ransu. 😷	neutral
hau_train_01696	@user Wannan matsalar kauce, mu dai masu kishin aljihun mune ehe.✊✊✊	neutral
hau_train_01697	@user Gaskiya da an taimakawa yayan talakawa 🙏	positive
hau_train_01698	@user Babu mai sona A ce cuta tayadu sabida har shi sai ta shafe shi allah stare mu daga wannan annobar Corona 🤲🤲🤲	positive
hau_train_01699	@user Wani abu ya wuce hadama. Idan ma tallafin corona dinne da gaske, nasu ne su kadai da suka kwashe duka?! Idan anyi magana ace mai kudi yana cutan talaka, shi kanshi talakan shi yake zaluntar dan uwansa talaka ai. Duk wanda ya dauki abunda ba nashi bane toh daman ya saba da hakan🙄	negative
hau_train_01700	@user Kai bbc hausa, Gaskiya banyarda ba, Indai na sahihul bukhari aka ruwaito ba bazan yarda ba 🤣🤣	negative
hau_train_01701	@user Allah masani...mu ""LIVE SCORE"" muke gani ba a nunamana HIGHLIGHTING🙄	neutral
hau_train_01702	@user Dan Allah da annabi mene amfanin kashe mutunan da basu ji basu gani bah, kuma musulmai yan yanki Daya, kabila Daya. Wajibine mu tashi tsaya tun da shuwagabanin mu baza su iya karemu bah, Mu kare kammu da kammu, mu ba kaji bane da za ana yanka mu yanda akaga dama😭	negative
hau_train_01703	@user A bude masu wuta da barkonon tsohuwa🙏🙏🙏	negative
hau_train_01704	@user Allah ya kara daukaka da girma🙏	positive
hau_train_01705	@user Nabi gargajiya da gudu 😂😂😂 me baba yajeyi LONDON ? Kicemai yadawo musha na gargajiya	negative
hau_train_01706	@user Fatiii soyayyarki takusa kashenifa😭😭😭😭😭	positive
hau_train_01707	@user @user Mu ba'a ko dangwalamana like kenan me dat talk earlier..😠	neutral
hau_train_01708	@user Yafi na tsaye 😂	neutral
hau_train_01709	@user Sai dai karuwar chinhanchi da a kasamu😥😥	negative
hau_train_01710	@user Tab lallai ragowar sarakunan suna ruwa a hada gawarsu data fir auna🤔	negative
hau_train_01711	@user Gyada mai sihiri Ka bare kaga biyu Ka murza kaga hudu Ka busa kaga wata yar guguwa ta taso 💨	positive
hau_train_01712	@user Wannan gskyne musamman yankin @user dake mazabar #Dorayi, @user. @user gidan Dagachi zuwa makera. @user asibitin jaen zuwa dango. @user jaen unguwar Liman. 😭😭😭😭😭	neutral
hau_train_01713	@user Yana yine muma muna samun da man fecewa zamuyi 🤣	neutral
hau_train_01714	@user INNA LILLAHI WA INNA ILAIHI RAJI'UN Dalilin me? Tunda mu dai ba mu san dalili ba, lpyr mu qlau muna kuma godiya ga Allah, Oh Allah ga mu gare KA, wahalar lock down ɗin nan za a maida mu? 😭😭😭😭	positive
hau_train_01715	@user 🤣🤣 wani Abu Sai turai Allah ya kyauta gaba	positive
hau_train_01716	@user Sai dai kuma ma rasa amfani ga ""yan qasar. Ku kadai ne kuke taimakawa masu qaramin qarfi. Allah ya saka da alkhairi aunty Rahma 👍👍	positive
hau_train_01717	@user Allah ubangiji. Ya gafarta masa. Yasa ya huta. Ya baiwa. Iyalansa. Hakurin Rashin sa.. Idan tamu tazo. Muyi kyakykyawar makoma. Rayuwa. Babu. Tabbas. 🙏🙏😭🙏🙏	positive
hau_train_01718	@user Hahaha 🤣🤣, acikin sauran dollars din da suka rage Kai ma Allah yasa ka cire naka zakka uban Abba mijin hajiya 🤔🤔	negative
hau_train_01719	@user Mu gani a video ba muga jet a sama ba😭😭😭 Irin maganar baya ce kullum ake fadi..	neutral
hau_train_01720	@user Ai kogi yasha ma ba ruwa ba Nigeria ce fah😂😂	negative
